url,sentiment_polarity,abs Polarity,Clean tweet,sentiment_subjectivity,tweet,L
0,0.09,0.089285714,I dont blv in mircls  RELATIONSHIP STATUS  single in a relationship  married engaged  divorced  waitingfor a miracle,0.23,"I dont blv in mircls ""@Leratophati: RELATIONSHIP STATUS: É?Ø single
É?Ø in a relationship É?Ø married É?Ø
engaged É?Ø divorced É?? waiting
for a miracle",n
0,-0.05,0.045833333,Having divorced parents  2 sets of step parents really makes it hard when youre trying to pick pictures for a slideshow with a max of 4,0.37,Having divorced parents + 2 sets of step parents really makes it hard when yo're trying to pick pictures for a slideshow with a max of 4.,n
0,0,0,  And not a conspiracy theorist divorced from reality,0,@HasHafidh ... And not a conspiracy theorist divorced from reality.,n
0,0,0,I havent signed divorced paper yet so we are still together ,0,I haven't signed divorced paper yet so we are still together ....,y
0,0.08,0.077777778, legit being paid to talk about how AMAZING their relationships are then everyone is super shocked when they splitget divorced,0.79,@pennypopss legit being paid to talk about how AMAZING their relationships are then everyone is super shocked when they split/get divorced,n
0,-0.5,0.5,I get Jim and Pam were still around but they were doing that weird oh maybe theyll get divorced story arch,1,"I get Jim and Pam were still around but they were doing that weird ""oh maybe they'll get divorced"" story arch",n
0,0.08,0.080519481,Being divorced is like being hit by a Mack truck If you live through it you start looking carefully to the right and left Jean Kerr,0.51,Being divorced is like being hit by a Mack truck. If you live through it  you start looking carefully to the right and left.- Jean Kerr,n
0,0,0,My kids get a raise on their allowance if they call me XO in front of their divorcedwidowed white teachers,0,My kids get a raise on their allowance if they call me XO in front of their divorced/widowed white teachers,n
0,0,0, you divorced me for my money,0,@thektrose you divorced me for my money,n
0,-0.15,0.15,My divorced parents went to Wendover together last night just the 2 of them And were not back when I left my house at 6am awkward,0.27,My divorced parents went to Wendover together last night  just the 2 of them. And were not back when I left my house at 6am. #awkward.,n
0,0.13,0.126190476, RELATIONSHIP STATUS  single  in a relationship  married  engaged  divorced  waiting for a miracle wfamiracle haha,0.25,"""@ClosedSafe: RELATIONSHIP STATUS: É?Ø single É?Ø in a relationship É?Ø married É?Ø engaged É?Ø divorced É?? waiting for a miracle"" wfamiracle haha",n
0,0.09,0.089285714, RELATIONSHIP STATUS single in a relationship married engaged divorced waiting for a miracle,0.23,"É??@ClosedSafe: RELATIONSHIP STATUS:
É?Ø single
É?Ø in a relationship
É?Ø married
É?Ø engaged
É?Ø divorced
É?? waiting for a miracleÉ?ù",n
0,0.09,0.089285714,RELATIONSHIP STATUS single in a relationship married engaged divorced waiting for a miracle,0.23,"RELATIONSHIP STATUS:
É?Ø single
É?Ø in a relationship
É?Ø married
É?Ø engaged
É?Ø divorced
É?? waiting for a miracle",n
0,0.09,0.089285714, RELATIONSHIP STATUS single in a relationship married engaged divorced waiting for a miracle,0.23,"""@ClosedSafe: RELATIONSHIP STATUS:
É?Ø single
É?Ø in a relationship
É?Ø married
É?Ø engaged
É?Ø divorced
É?? waiting for a miracle""",n
0,0,0, Im still not divorced I gotta cross one bridge at a time,0,@Janelledakid I'm still not divorced... I gotta cross one bridge at a time,n
0,-0.02,0.017857143,Single white male divorced 3 times 2 illegitimate children The personal ad writes itself Chandler Bing,0.15,"""Single white male  divorced 3 times  2 illegitimate children. The personal ad writes itself.""- Chandler Bing",n
0,-0.19,0.1875,45 year old 2 kids amp divorced THREE times Lemme show you how to do it FUCK FLEEK  ,0.4,45 year old  2 kids  &amp; divorced THREE times. Lemme' show you how to do it! FUCK FLEEK! @JLo http://t.co/6YIIPB4xa5,n
0,0,0,Oh I didnt know Anna Kendricks parents divorced when she was 15,0,Oh  I didn't know Anna Kendrick's parents divorced when she was 15.,n
0,-0.09,0.09375, now she look dumb you got divorced turned I to a crazy crackhead and couldnt get the nigga back even if you wanted to lmao,0.6,@TrapPunzel__ now she look dumb you got divorced turned I to a crazy crackhead and couldn't get the nigga back even if you wanted to lmao,n
0,0,0,A divorced couple I know were trading off their kids It looked like a prisoner of war exchange I felt sorrow for the childrenlt,0,"A divorced couple I know were trading off their kids. It looked like a prisoner of war exchange. I felt sorrow for the children.
&lt;(;~É?™",n
0,0.3,0.3,Lmao  My kids get a raise on their allowance if they call me XO in front of their divorcedwidowed white teachers,0.5,"Lmao ""@MonateXO: My kids get a raise on their allowance if they call me XO in front of their divorced/widowed white teachers""",n
0,0.02,0.025,MY DAD IS SOO FUNNY  texting my mom shit like this when theyve been divorced for 12 years  ,0.9,MY DAD IS SOO FUNNY ???????????? texting my mom shit like this when they've been divorced for 12 years ???????????????????? http://t.co/8DPHnxqB0k,n
0,-0.43,0.433333333,My friend is getting divorced so she wants to go to Vegas After my trip to NOLA I find this to be a horrible idea but Ill do itTeamPlayer,0.7,My friend is getting divorced so she wants to go to Vegas. After my trip to NOLA  I find this to be a horrible idea but Ill do it#TeamPlayer,n
0,0.25,0.25,I know two girls who are under 23 and have been married and divorced,0.25,I know two girls who are under 23 and have been married and divorced,n
0,0.09,0.089285714,RELATIONSHIP STATUS  single  in a relationship  married  engaged  divorced  waiting for a miracle ,0.23,"RELATIONSHIP STATUS: 
É?Ø single 
É?Ø in a relationship 
É?Ø married 
É?Ø engaged 
É?Ø divorced 
É?? waiting for a miracle ???õ",n
0,-0.39,0.3875, My parents have been divorced since I was a kid Its probably worse when you care about both of them This seems dumb tho,0.55,@Thatfuckinotter My parents have been divorced since I was a kid. It's probably worse when you care about both of them. This seems dumb tho.,n
0,0.29,0.293452381,If an unemployed woman of a certain age 40 needs employment then get divorced ASAP WProG gives jobs if worth 14K Married mums ignored,0.31,If an unemployed woman of a certain age 40+ needs employment  then get divorced ASAP! WProG gives jobs if worth ?ú14K. Married mums ignored!,n
0,0.43,0.433333333, A strong case for singledivorced people says theyre more experienced in areas such as conflict resolution and leadership,0.66,@JenKirkman A strong case for single/divorced people says they're more experienced in areas such as conflict resolution and leadership.,n
0,0,0,If they wouldnt have gotten divorced and gotten back together they wouldve been together 25 yrs last Monday,0.03,If they wouldn't have gotten divorced and gotten back together they would've been together 25 yrs last Monday,n
0,-0.29,0.291666667,Having divorced parents is hard I miss my sisters,0.54,Having divorced parents is hard... I miss my sisters..,n
0,0,0,Theyve been divorced for like 5 years now,0,They've been divorced for like 5 years now.,n
0,0.05,0.05,My mom and dad divorced and got back together so as far as marriage idk They started dating when they were kids though,0.5,My mom and dad divorced and got back together so as far as marriage idk. They started dating when they were kids though.,n
0,-0.38,0.375,RantI am SIC of being discriminated against bc I marriedEvery transaction I do involving  I am forced to be treated as if I am divorced,0.2,Rant-I am SIC of being discriminated against b/c I married.Every transaction I do involving $ I am forced to be treated as if I am divorced!,n
0,0.58,0.583333333,amp his obedience amp ur love the greatest targets do u know why u see alot of divorced couples in our presents first cz our communities gives a,0.64,&amp; his obedience &amp; ur love the greatest targets do u know why u see alot of divorced couples in our presents first cz our communities gives a,n
0,0,0, I divorced him for a reason ,0,@KatRamsland I divorced him for a reason. http://t.co/lDFFcHtYfq,y
0,0.25,0.25, Married divorced and remarried in one year,0.25,@MarciaCrocker01 Married divorced and re-married in one year?,n
0,-0.44,0.4375,Im not trans divorced Im offendedIm constantly forced to run my life as if I am Im MARRIEDamphappily so Sorry I havent fd up my life,0.6,I'm not trans divorced! I'm offended-I'm constantly forced to run my life as if I am. I'm MARRIED&amp;happily so! Sorry I haven't f'd up my life,n
0,-0.05,0.05,Probably get divorced at 40 allow being married to a creepy old man,0.48,Probably get divorced at 40 allow being married to a creepy old man,n
0,0,0,Divorced kid probs  374 saying all of my parents instead of saying my parents,0,"Divorced kid probs # 374: saying ""all of my parents"" instead of saying ""my parents"".",n
0,-0.07,0.071428571, When I spout off on politics amp a friend says I should run for office I say Im a divorced single atheist socialist,0.21,"@JenKirkman When I spout off on politics &amp; a friend says I should run for office  I say  ""I'm a divorced  single  atheist socialist...""",n
0,0,0,  why Delhi CM Always to replylet them go to court and get divorceddont politicize,0,@IndiaToday @ArvindKejriwal why Delhi CM Always to reply.let them go to court and get divorced..dont politicize.,n
0,0.7,0.7,lol what kind of person tells you to get over the fact that your parents are divorced ,0.8,lol what kind of person tells you to get over the fact that your parents are divorced ??,n
0,0.23,0.233333333,I love my wife and I dont want to get divorced but last night she asked me who the NWA are so I think Im legally required to,0.29,I love my wife and I don't want to get divorced  but last night she asked me who the NWA are  so I think I'm legally required to?,n
0,-0.03,0.025,Whats the point of marriage if Homer and Marge Simpson are getting divorced like what the fuck Is love not true anymore,0.62,What's the point of marriage if Homer and Marge Simpson are getting divorced? like what the fuck? Is love not true anymore?,n
0,0,0,Met lady yesterday lost mother father divorced within one year Such depth of pain and yet still searching for beauty inspiration,0.5,Met lady yesterday lost mother  father divorced within one year. Such depth of pain... and yet still searching for beauty #inspiration,n
0,-0.38,0.375,When ur divorced parents still joan on each other gtgtgt yeah well ur jackass father makes illegal uturns ,0.59,"When ur divorced parents still joan on each other &gt;&gt;&gt; ""yeah well ur jackass father makes illegal u-turns"" ????",n
0,-0.34,0.34375,When I was little I always swore that Id never get divorced but nowadays that just seems so unrealistic,0.75,When I was little I always swore that I'd never get divorced but nowadays that just seems so unrealistic,n
0,0,0,d3s4i Met lady yesterday lost mother father divorced within one year Such depth of pain and yet still searching for beauty inspirati,0.5,d3s4i: Met lady yesterday lost mother  father divorced within one year. Such depth of pain... and yet still searching for beauty #inspiratiÉ??,n
0,0,0,  No Wonder She Divorced Them Making Their Rounds On Network TV As We Speak,0,@gotrr  No Wonder She Divorced Them....... Making Their Rounds On Network TV As We Speak!!!,n
0,0,0, Yep quit cigarettes amp women same day got divorced havent had the urge to pick up either one sincegtPRICELESS,0.13,@Clevelandpro65 Yep quit cigarettes &amp; women same day got divorced! haven't had the urge to pick up either one since.&gt;PRICELESS,n
0,0,0,My divorced parentsgt ,0,My divorced parents&gt; http://t.co/Gvg1cPPudL,n
0,0,0,  are the kids parents getting divorced or not,0,@MrJakeJohnson @JurassicPark are the kids parents getting divorced or not,n
0,0.15,0.15, Maybe if you were better at escaping raptors your parents wouldnt be getting divorced Ah he started crying again,0.55,"@kieraobrien ""Maybe if you were better at escaping raptors  your parents wouldn't be getting divorced. Ah  he started crying again...""",n
0,-0.15,0.15,  guys do u guys have any personal issues between Bal acts like forced divorced spouce,0.25,@HartoshSinghBal @swapan55 guys do u guys have any personal issues between. Bal acts like forced divorced spouce????,n
0,-0.11,0.111111111, well RachelDolezal is divorced from her black husband and claimed her parents adopted black son was her son is equally nutty,0.37,@mikeson30 well #RachelDolezal is divorced from her black husband and claimed her parents adopted black son was her son is equally nutty!,n
0,-0.03,0.025,Thats the only thing I hate about have divorced parents and not being able to always see my daddy as much as I want to,0.68,That's the only thing I hate about have divorced parents and not being able to always see my daddy as much as I want to,n
0,0.14,0.136363636, Im lost I was  wife amp mom but my husband divorced me I live in a rented room I have no job or edu Pray for me ,0.5,@JesusShow Im lost. I was @clritterlbc  wife &amp; mom but my husband divorced me. I live in a rented room. I have no job or edu. Pray for me ???õ,n
0,0,0, whats next Fired for having a beer Getting divorced Smoking,0,@TorontoStar what's next? Fired for having a beer? Getting divorced? Smoking?,n
0,0,0,Having divorced parents is stressful,0,Having divorced parents is stressful,n
0,-0.3,0.3,Having divorced parents sucks ass,0.3,Having divorced parents sucks ass,n
0,0,0,Its official Im getting divorced,0,It's official. I'm getting divorced.,y
0,0,0, when you get divorced,0,@collegefession when you get divorced??,n
0,0.31,0.3125,GodStory TayyonampMelissa Married then divorced By Gods grace they remarried and now birth of Tayyon Jr TGBTG ,0.25,#GodStory Tayyon&amp;Melissa. Married then divorced. By God's #grace they remarried and now birth of Tayyon Jr! #TGBTG http://t.co/uAuw4PioWa,n
0,-0.7,0.7,Is the divorce means the end of lifeOr the divorced man is a bad personjustsaying,0.67,"Is the divorce means the end of life??
Or the divorced man is a bad person?????
#justsaying",n
0,0.54,0.535714286, A3 favorite memory is spending eveningsweekends with him Divorced parents they were special times DadsMyHero,0.79,@iamthemaven A3: favorite memory is spending evenings/weekends with him! (Divorced parents) they were special times! #DadsMyHero,n
0,0,0,Can I just graduate college and meet my divorced politician yet,0,Can I just graduate college and meet my divorced politician yet,n
0,0.23,0.233333333,If I ever got divorced keep ya shit my nigga Just take care of ya kids Be a good father Ill be straight,0.6,If I ever got divorced keep ya shit my nigga. Just take care of ya kids. Be a good father. I'll be straight.,n
0,0.03,0.033333333,I feel like if you got married in a church then got divorced its worse its like haha God that who day in your church was a lie,0.38,I feel like if you got married in a church then got divorced  its worse  its like haha God  that who day in your church was a lie!,n
0,0.3,0.3, I just learned my parents divorced  so I look your video because you make me smile ,0.1,@carterreynolds I just learned my parents divorced ???? so I look your video because you make me smile ????,n
0,0.17,0.168181818,How can ppl still say sanctity of marriage when every straight person is divorced and their kids live between two households,0.45,"How can ppl still say ""sanctity of marriage"" when every straight person is divorced and their kids live between two households",n
0,0,0,Having divorced parents is such a struggle sometimes ,0.5,Having divorced parents is such a struggle sometimes ????,n
0,-0.43,0.431818182,Man I need to move out ASAPhaving divorced parents who still live together is the worst thing ever,0.75,Man I need to move out ASAP...having divorced parents who still live together is the worst thing ever,n
0,0.17,0.172222222,Way too many people my age are getting divorced And people wonder why Im not rushing to settle down with anyone,0.39,Way too many people my age are getting divorced. And people wonder why I'm not rushing to settle down with anyone....,n
0,0,0,Bearington Your parents spacedivorcedYour sister is spacegay,0,"@Sir_Bearington_ Your parents space-divorced.

Your sister is space-gay.",n
0,-0.55,0.55,Still fucking pissed my parents told us they were getting divorced while on vacation in PEI and then took us to an amusement parkSo weird,0.9,Still fucking pissed my parents told us they were getting divorced while on vacation in PEI and then took us to an amusement park...So weird,n
0,0.02,0.020833333,is it just me or does having divorced parents get super hard around things like graduation,0.6,is it just me or does having divorced parents get super hard around things like graduation,n
0,0,0,me Im finally seeing my dad this weekendeveryone always oh are your parents divorcedme no,1,"me: IÉ??m finally seeing my dad this weekend
everyone  always: oh  are your parents divorced?
me: no",n
0,0,0,Can they just get divorced already pleaseeeeee LHHATL,0,Can they just get divorced already pleaseeeeee #LHHATL,n
0,0,0,divorced parents is a blessing and a curse,0,divorced parents is a blessing and a curse,n
0,-0.03,0.025, my lost long divorced chris brown comes back for his kaurrecha or wah her that her name ,0.2,@Incredibleloci my lost long divorced chris brown comes back for his kaurrecha or wah her that her name ????,n
0,0,0,Without fear I have to say that Nintendo is for immature pussies who still lives with their parents or if theyre divorced with their mom,0,Without fear I have to say that Nintendo is for immature pussies who still lives with their parents or if they're divorced with their mom,n
0,0.25,0.25,You will be married within a year and divorced within two,0.25,You will be married within a year  and divorced within two.,n
0,-0.33,0.331818182,Its annoying being a divorced kid Cause you live in 2 diff households or in my case 3amp your behavior is considered strange,0.7,Its annoying being a divorced kid. Cause you live in 2 diff households or in my case 3.&amp; your behavior is considered strange.????,n
0,0,0, Shoot Just saw that he got divorced,0,@EJChristian7 Shoot. Just saw that he got divorced,n
0,0.33,0.333333333, How many Catholic priests have been sued for not marrying divorced people How many rabbis for not marrying mixedfaith couples,0.37,@ERLC How many Catholic priests have been sued for not marrying divorced people? How many rabbis  for not marrying mixed-faith couples?,n
0,-0.03,0.025,Actual employee excuse to not work My son is getting divorced amp I have to talk about it all day to my family managerproblems,0.08,Actual employee excuse to not work: My son is getting divorced &amp; I have to talk about it all day to my family #managerproblems,n
0,-0.07,0.071428571, he looks like a divorced single dad who works as a kindergarten teachermy aesthetic,0.21,"@solodebut he looks like a divorced single dad who works as a kindergarten teacher

my aesthetic",n
0,0.17,0.175,All old friends have kids and married some even divorced  Im going to hell but all I can do is giggle and say karma is a bitch ,0.23,All old friends have kids and married some even divorced   I'm going to hell but all I can do is giggle and say karma is a bitch Éù?ã?è,n
0,0,0, DadsMyHero A3 but he said dont do it and 20 years later Divorced,0,@simplybeingmom #DadsMyHero A3 but he said -dont do it! and 20 years later Divorced,n
0,-0.6,0.6,Having divorced parents kinda stinks  get to see my mom today after two weeks ,0.5,Having divorced parents kinda stinks. ???? get to see my mom today after two weeks ????,n
0,0.02,0.025,Just watched an episode of the Simpsons I swear to god marge and homer cant get divorced that shit aint funny,0.9,Just watched an episode of the Simpsons I swear to god marge and homer can't get divorced that shit ain't funny,n
0,-0.02,0.020833333,Divorce laws are stupidYou should only get half of shared assets So if I married now amp divorced id have to give half of my student loan,0.4,Divorce laws are stupid..You should only get half of shared assets. So if I married now &amp; divorced i'd have to give half of my student loan?,n
0,0.44,0.442272727,Im not filthy rich I have divorced parents not everyone likes me I dont always succeed but I sure live one great life,0.78,I'm not filthy rich  I have divorced parents  not everyone likes me  I don't always succeed  but I sure live one great life,n
0,0.25,0.25,Got married in a bathroomHoneymoon on the dancefloorAnd got divorced by the end of the nightThats one hell of a life,0.25,"Got married in a bathroom.
Honeymoon on the dancefloor.
And got divorced by the end of the nightÉ??
ThatÉ??s one hell of a life.",n
0,0.52,0.515625, Glad to hear that Im divorced But the institutions of the family bases are being destroyed thanks to Obummer ears,0.6,"@JohnNekhlyudov 
Glad to hear that! I'm divorced! But the institutions of the family bases are being destroyed thanks to Obummer ears!",n
0,0.25,0.25, ask married couples ask divorcedwidowed people but dont ask the clergy,0.25,@CatholicPulse ask married couples  ask divorced/widowed people but don't ask the clergy,n
0,0.36,0.358333333,Super happy they never got divorced bc my dad would never be able to marry again Ion play that stepmother shit,0.77,Super happy they never got divorced b/c my dad would never be able to marry again. I'on play that stepmother shit.,n
0,0,0,My mom kept my dads last name even though they are divorced,0.07,My mom kept my dads last name even though they are divorced,n
0,0.09,0.088888889,MissSA I will big you up the day you stop excluding divorced women  older women women with babies women with natural hair,0.28,@Official_MissSA I will big you up the day you stop excluding divorced women   older women  women with babies  women with natural hair..,n
0,0,0,OH MY GOD THEYRE DIVORCED,0,OH MY GOD THEYRE DIVORCED,n
0,0.37,0.366666667,Relationships arent easy If they were no one would ever get divorced But when its worth it it works Just let it work,0.47,Relationships aren't easy. If they were  no one would ever get divorced. But when it's worth it  it works. Just let it work.,n
0,-0.3,0.3,Having divorced parents sucks,0.3,Having divorced parents sucks,n
0,0.22,0.21875,When people get divorced because they just dont love each other anymore they never should have gotten married in the first place,0.39,"When people get divorced because they ""just dont love each other anymore"" they never should have gotten married in the first place",n
0,-0.5,0.5, u and okki divorced im sorry,1,@blushingtoshi u and okki divorced im sorry,n
0,-0.12,0.121666667,after almost 25 very very long and difficult years of fighting and bitterness Im about to be divorced for real,0.61,after almost 2.5 very  very  long and difficult years of fighting and bitterness  I'm about to be divorced for real,y
0,0.42,0.416666667,  hes never even gotten divorced over gay marriage  what a loser,0.58,@DrRumak @realDonaldTrump he's never even gotten divorced over gay marriage - what a loser,n
0,-0.4,0.4, even worse is that theyre divorced so idk what to do,0.6,@JonnieKruger even worse is that they're divorced so idk what to do,n
0,0,0,   hey hes gotten divorced a couple times maybe once was because of the gays,0,@klausfuture @DrRumak @realDonaldTrump hey he's gotten divorced a couple times  maybe once was because of the gays,n
0,0.13,0.125,Jim Edmonds Divorced the second wife in Jan married Meghan in Oct Someone else needs to ask the Beador girls for forgiveness RHOC,0.13,Jim Edmonds: Divorced the second wife in Jan  married Meghan in Oct. Someone else needs to ask the Beador girls for forgiveness. #RHOC,n
0,0.53,0.525, Im married to my hypergalactical sorting But my Mum thinks I should get divorced lol,0.47,@TankHerA I'm married to my hypergalactical sorting. But my Mum thinks I should get divorced. lol,n
0,0,0,Refuse to acknowledge that Barney and Robin are divorced in How I Met Your Mother ,0,Refuse to acknowledge that Barney and Robin are divorced in How I Met Your Mother ????,n
0,0.1,0.095454545,It has been roughly 33 years since my parents got divorced  That FIRST day my mom was in her new crib Ill take with me to my grave,0.4,It has been roughly 33 years since my parents got divorced.  That FIRST day my mom was in her new crib I'll take with me to my grave.,n
0,0,0,If I was divorced Id be this guy Lightbody talking about Louis CK,0,"""If I was divorced  I'd be this guy""- Lightbody talking about Louis C.K",n
0,0,0,  Chris Rock about to get divorced Wifey trying to get that money,0,@MrSeymoreCake @DatboiDemi Chris Rock about to get divorced. Wifey trying to get that money,n
0,0.25,0.25,If you had children before marriage got married amp now getting divorced we can take care of your paternity issues along with the divorce,0.25,If you had children before marriage  got married &amp; now getting divorced  we can take care of your paternity issues along with the divorce.,n
0,0,0,If I dont marry a boy like Pod then consider me divorced,0,If I don't marry a boy like Pod then consider me divorced.,n
0,0.25,0.25, strada  Buon giorno from Texas  Ive been to Italy since 1991 married there also but divorced now,0.25,@DiariodiAdamo @cecilia_strada @HuffPostItalia Buon giorno from Texas.  I've been to Italy since 1991  married there also  but divorced now.,n
0,0,0,Cant believe its been 7years since my parents got divorced,0,Can't believe it's been 7years since my parents got divorced,n
0,0.25,0.25,Sometimes I feel I should just skip the pretense and be a homelessCan I become a divorced dad without getting Married or producing a baby,0.25,"Sometimes I feel I should just skip the pretense and be a homeless.
Can I become a divorced dad without getting Married or producing a baby?",n
0,0.45,0.45, qualification  is the most important thingeven cj is divorced,0.75,@thekenyanpost qualification  is the most important thing..even cj is divorced,n
0,0,0,He got divorced because he always wanted a girlfriend,0,He got divorced because he always wanted a girlfriend.,n
0,0.25,0.25,Also all the money you start giving the government to get married And divorced,0.25,Also  all the money you start giving the government to get married.... And divorced.,n
0,0.09,0.089285714,Nobody told your ass to be a single mom unless you got married and your husband either died or divorced you Nobody told you to settle,0.23,Nobody told your ass to be a single mom unless you got married and your husband either died or divorced you. Nobody told you to settle.,n
0,0,0,getting divorced because s phone crashed and i told her you just got phowned,0,"getting divorced because @imhkr's phone crashed and i told her ""you just got phowned""",n
0,0,0,Its botox and breast implant day at the Dr office Im going to get some divorced cougar digits sugarmomma,0,It's botox and breast implant day at the Dr office. I'm going to get some divorced cougar digits #sugarmomma,n
0,0.5,0.5, Yea no surprise theyre now divorced Shell be on some island just refreshing her internet banking laughing her bristols off,1,@lipnotllip Yea  no surprise they're now divorced. She'll be on some island just refreshing her internet banking  laughing her bristols off,n
0,0,0, Hit his wife got divorced,0,@benmilligan7 Hit his wife  got divorced...,n
0,-0.13,0.125,  hence why the majority are divorced or never married,0.25,@TeamCanada1 @tonydizinno hence why the majority are divorced or never married,n
0,0.48,0.483333333,  Good for her I hope soon to be divorced April walks in on Jackson banging a really hot nurse ,0.82,@michelebolam @autismteach11 Good for her. I hope soon to be divorced April walks in on Jackson banging a really hot nurse :),n
0,0,0,So sad there was more divorced people than married people in class ,0.69,So sad  there was more divorced people than married people in class :/,n
0,0,0,  but then we got divorced ,0,@ATurntup941 @DTerzian92 but then we got divorced ////;,y
0,-0.18,0.183333333,  Yeah I Saw How Many The Parents Are Doing Small Wonder She Divorced Them Hate Her For Feelings About Blacks,0.6,@Sarcastisity  Yeah I Saw How Many The Parents Are Doing. Small Wonder She Divorced Them. Hate Her For Feelings About Blacks.,n
0,0,0, Im going to write a sequel Getting Divorced,0,"@hemantmehta I'm going to write a sequel  ""Getting Divorced!""",n
0,0.32,0.31547619,Married divorced had a baby amp married again Well this makes u special amp u can buy healthinsurance NOW  CHS ,0.36,"Married  divorced  had a baby &amp; married again? Well  this makes u ""special"" &amp; u can buy #healthinsurance NOW!  #CHS http://t.co/r8acZmWFVQ",n
0,0.75,0.75,Q was the most juiced up tho lol he was hitting a marriedrecently divorced chick ,0.6,Q was the most juiced up tho lol he was hitting a married/recently divorced chick! ????,n
0,0.13,0.125,My coworker felt the need to let me know he divorced his wife First words that came out of his mouth after  omg shes back,0.17,"My coworker felt the need to let me know he divorced his wife. First words that came out of his mouth after "" omg she's back""",n
0,-0.08,0.083333333, A recent movie on the subject youthtakeover I Am Nojoom Age 10 and Divorced by Khadija alSalami,0.29,"@UNICEF 
A recent movie on the subject #youthtakeover ""I Am Nojoom  Age 10 and Divorced"" by Khadija al-Salami",n
0,-0.2,0.2,  Calzona cheated lied cut off eachothers leg Crowen hit eachother cheated divorced MerDer DEAD,0.4,@autismteach11 @michelebolam Calzona.. cheated  lied  cut off eachothers leg.. Crowen.. hit eachother  cheated  divorced.. MerDer.. DEAD..,n
0,0.4,0.4, yes my first love who I married and we divorced nine months later but she brought out the best in me,0.3,@jeweljk yes my first love who I married and we divorced nine months later but she brought out the best in me,y
0,0,0,McClellan  Its Posh and her husband but he recently changed his name to Caitlyn so I think they might be getting divorced,0.25,@Doug_McClellan @pupusa It's Posh and her husband... but he recently changed his name to Caitlyn so I think they might be getting divorced,n
0,1,1, Are DIVORCED girls easier in bed tcoYPRoP9E30r    Yes shes over 40 but still awesome,1,"""@DivorcedMILFS: Are DIVORCED girls easier in bed? ://t.co/YPRoP9E30r   http://t.co/odBwe1EmlN"" Yes she's over 40 but still awesome",n
0,0,0, divorced ,0,@way2sdeva divorced ???ù,n
0,0.17,0.175,Dana interested in going out on a date with a 30 year old divorced father of three girls Miss 100 of the shots you dont take,0.35,@Intern_Dana interested in going out on a date with a 30 year old divorced father of three girls? Miss 100% of the shots you don't take.,n
0,0.43,0.433333333, Before my dad left me divorced with my mum we always used to watch How Its Made together and this pic makes me so happy ,0.67,@Barnacules Before my dad left me (divorced with my mum) we always used to watch How It's Made together and this pic makes me so happy :),n
0,-0.5,0.5,The Simpsons are getting divorced wtf,1,The Simpsons are getting divorced wtf,n
0,0,0,the my parents are divorced style ,0,the 'my parents are divorced' style http://t.co/tgtFuwcG83,n
0,0.1,0.1,Mothers amp Farthers day was cute when I was younger But when you have divorced remarried parents its a heavy impact on your bank account ,0.5,Mothers &amp; Farther's day was cute when I was younger! But when you have divorced remarried parents its a heavy impact on your bank account ????,n
0,0.17,0.166666667,Well it couldnt be me for one reason in particular We would be divorced,0.33,Well it couldn't be me for one reason in particular. We would be divorced.,y
0,0,0,Having divorced parents who dont get along is extremely frustrating especially when important events come up,0.97,Having divorced parents who don't get along is extremely frustrating; especially when important events come up.,n
0,-0.3,0.3,Two of the women now in Syria were in forced marriages to two men brought over from Pakistan one divorced one estranged,0.2,Two of the women now in Syria were in forced marriages to two men brought over from Pakistan  one divorced  one estranged,n
0,0.38,0.375,It cost more money to get divorced than to get married smh,0.38,It cost more money to get divorced than to get married smh,y
0,0,0, I think theyre divorced,0,@MrLawson I think they're divorced?,n
0,0.5,0.5,How many divorced men does it take to change aolightbulr No one knows They never keep the house,0.5,How many divorced men does it take to change aolightbulr? No one knows. They never keep the house,n
0,0,0,Celebrities who get divorced from these gold diggin thots be coughin up millions over some pussy,0,"Celebrities who get divorced from these gold diggin thots be coughin up millions over some ""pussy""",n
0,0.6,0.6,Still not over Pete Wentz and Ashlee Simpson getting divorced to be honest,0.9,Still not over Pete Wentz and Ashlee Simpson getting divorced to be honest.,n
0,0.49,0.48828125,Ex playboy twice divorced thrice married Head of TTPTI Mr Taliban khan is coming to Kabul tomorrow  So what,0.25,Ex playboy  twice divorced  thrice married Head of TTPTI Mr. Taliban khan is coming to Kabul tomorrow.  So what!!!,n
0,0.3,0.3,Whats a 50 gift for a chance to wear a nice suit and shoot my shot with your auntie and divorced mama 100 gift if it is an open bar,0.75,What's a $50 gift for a chance to wear a nice suit and shoot my shot with your auntie and divorced mama. $100 gift if it is an open bar.,n
0,0,0,My daughter was born in 2005 I got divorced returned to Chad and found work as a translator youthtakeover,0,My daughter was born in 2005. I got divorced  returned to #Chad and found work as a translator #youthtakeover,y
0,0.18,0.178571429,Chipper is now married for a third time So when he gets divorced he will be Ross from Friends right,0.26,Chipper is now married for a third time. So when he gets divorced he will be Ross from Friends right?,n
0,0,0,UNICEF My daughter was born in 2005 I got divorced returned to Chad and found work as a translator youthtakeover,0,UNICEF: My daughter was born in 2005. I got divorced  returned to #Chad and found work as a translator #youthtakeover,y
0,0,0,   Cuz in YOUR 4 times divorced world his wife should have thrown herself on the burning pyre,0,@pourmecoffee @carolerae @realDonaldTrump Cuz in YOUR 4 times divorced world his wife should have thrown herself on the burning pyre?,n
