Clean tweet,L,absPolarity,sentiment_polarity,sentiment_subjectivity,tweet,url,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
Lol you think thats why they came cMarie456 Hurricanes want come when Im pregnant after all these damn years,True,0.566666667,0.57,0.6,,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
So my boyfriend thinks its dead funny to say Im pregnant fuckwit,True,0.127777778,0.13,0.63,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
 yeah Im kinda scared Im pregnant,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Even though Im pregnant I still got alot going for myself ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I have just been in the most ornery mood lately Im pretty sure its because Im pregnant,True,0.39583333299999995,0.4,0.72,,0.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 keep your statements to yourself bc you obviously dont know shit about me besides that Im pregnant ,True,0.04444444400000001,0.04,0.6,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thats why Im pregnant now meampTay stay fucking to good,True,0.5166666670000001,0.52,0.55,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnant again,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Came to this clinic to get back on birth control to find out Im pregnant Im so hurt rn ,True,0.166666667,0.17,0.25,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
how would I even explain that like I basically just came out to everyone and then I turn around and say Im pregnant ,True,0.333333333,0.33,0.5,,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
I know I barely eat but damn Im pregnant There should be some type of food for me in this mofo this nigga inconsiderate af smh,True,0.19166666699999999,0.19,0.3,,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
I find it funny how all my so called friends arent around when Im pregnant but expect me to call them when its time for the baby uhno,True,0.291666667,0.29,0.75,,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Whatever Im pregnant with his child and I get the back burner all the time to this new bitch  I deserve so much better ,True,0.24242424199999998,0.24,0.36,,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
if Im pregnant then its NOBODIES business BUT MINE ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guys Im pregnant,True,0.41666666700000005,0.42,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
now hes playing halo oh my fucking god im pregnant,True,0.133333333,-0.13,0.65,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Still havent hit me yet that Im pregnant,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The fact everybody baby me at work cause Im pregnant ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 I dont since Im pregnant but I did before I was  Ill never go in that bitch ever again ,True,0.651041667,0.65,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I think Im pregnant  AllThisThrowingUpBetterGiveMeAbs,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
 I love you book on Wattpad Your rejecting me Too bad Im Pregnant It is amazing,True,0.18333333300000001,0.18,0.67,,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
 Nathan Im pregnant My hormones are messing with me Do you have even the slightest idea of how much this turns me on,True,0.26666666699999997,0.27,0.35,,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True
 Can Yuh Make Me One Foreal Im Pregnant ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I have a craving for pizza with olives I dont even really like olivesSo what Im trying to say is Im pregnant blessed,True,0.26666666699999997,0.27,0.35,,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
 Im pregnant girl lmao Nobodys being childish today,True,0.24444444399999998,0.24,0.77,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnantAnd youre the father,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Lol I be thinking Im pregnant,True,0.566666667,0.57,0.6,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Nickoli easy throughout the pregnancy then I should be fine I instantly get something together to tell you Im pregnant before,True,0.29583333300000003,0.3,0.63,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 happened to me at the ER to check on my baby People heard me say Im pregnant to the clerk and suddenly ,True,0.166666667,0.17,0.5,,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Baby  Im pregnant  ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
We gotta hurry up and take these pics while Im pregnant,True,0.41666666700000005,0.42,0.5,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Keep calm Im pregnant and its a boy pregnant boy 17weeks excited ,True,0.38229166700000006,0.38,0.63,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Im breaking out I think Im pregnant,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I forgot Im pregnant and shouldnt have done that,True,0.333333333,0.33,0.5,,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 I think Im pregnant now,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Milksenpai Im pregnant andits yoursArmintyBot,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
This dress makes me look like Im pregnant ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Oh my God Oh God Im pregnant Oh God Im pregnant by Niall  ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rosie iM PREGNANT ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plot twist I keep vomiting cause Im pregnant with Lukes baby,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Only cause Im pregnant is the reason why I didnt ride out I know the address ,True,0.166666667,0.17,0.75,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Im pregnant sorry not sorry rumoresgotmelike,True,0.027777778,0.03,0.83,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnant Trevor,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 you should follow me bc im cool and if you do Ill tell my mum Im pregnant with your baby and video it,True,0.34166666700000003,0.34,0.57,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Been awhile since Ive posted Best update is Im pregnant ,True,1.0,1.0,0.3,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
my lil sister said my workout shorts too thottish she said I must have forgot Im pregnant ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 mine have also been big  but they get bigger when Im pregnant and its scary ,True,0.041666667000000004,-0.04,0.53,,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My back hurts and Im PregnantWho TF is the Baby Dash ImJustATeenWhatAmIGonnaDo,True,0.0,0.0,0.0,,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Might as well come out and say it Im pregnant  thisisnotadrill,True,0.333333333,0.33,0.5,,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My Back Hurts WTF Im Pregnant Who TF is the Baby Daddy ImJustATeenWhatAmIGonnaDo,True,0.055555556,-0.06,0.5,,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
  sorry Im fat bc Im pregnant,True,0.083333333,-0.08,0.75,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mrs Reidling Im pregnant with your baby,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
 Im pregnant not really normal either,True,0.12916666699999999,0.13,0.57,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 booked up kayaking Effing kayaking Time to break the news that Im pregnant,True,0.083333333,-0.08,0.6,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Im pregnant and hes a soldier will 05 i have a boyfriend line doesnt work anymore  these dudes dont care,True,0.333333333,0.33,0.5,,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Im pregnant with a food baby not a real baby,True,0.11666666699999999,0.12,0.4,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
 get me some please Im pregnant ,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im pregnant you blind moron,True,0.322222222,-0.32,0.72,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Whose idea was it to grow my hair especially when Im pregnant and its hot that was a stupid idea,True,0.054166667,-0.05,0.84,,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
 I know Im pregnant toosmh huh,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
stop unfollowing me Im pregnant with your child,True,0.333333333,0.33,0.5,,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
 I will have you know that I am not an alcoholic I was a drunk and there is a vast difference,True,0.25,-0.25,0.83,@pmarca I will have you know that I am not an alcoholic. I was a drunk  and there is a vast difference.,,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I am noy as drunk as i was Ns twt i fell extewmely dizzyYouths dribk reponaobly,True,0.5,-0.5,1.0,"I am noy as drunk as i was Ns twt i fell extewmely dizzy
Youths  dribk reponaobly",,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Getting drunk with your mom at a Cheap Trick concert is one for the books with me,True,0.05,-0.05,0.85,Getting drunk with your mom at a Cheap Trick concert is one for the books with me,,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
Gonna be drunk at that marlins game today forsurs,True,0.45,-0.45,0.7,Gonna be drunk at that marlins game today forsurs,,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My 10yr HS reunion is Fri So I took a trip down memory lane with Pat GreenampThe Great Divide Im drunk now Memory lane aint changed much,True,0.08611111099999999,0.09,0.56,My 10yr HS reunion is Fri. So I took a trip down memory lane with Pat Green&amp;The Great Divide. I'm drunk now. Memory lane ain't changed much,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
 yes was ok i guess slightly drunk by end x,True,0.0,0.0,0.75,@neiltomo57 yes was ok i guess 👍🍷slightly drunk by end x,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
got my first speeding ticket ln at 344 AM amp I was drunk af,True,0.125,-0.13,0.67,got my first speeding ticket ln at 3:44 AM &amp; I was drunk af😅😭,,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Its not even 10am yet but I really want to play this until Im too drunk to stand up whos in ,True,0.15,-0.15,0.6,It's not even 10am yet but I really want to play this until I'm too drunk to stand up who's in http://t.co/36Ht2svwwH,,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
kinda half wanna be drunk now half never wanna do it again,True,0.27777777800000003,-0.28,0.44,kinda half wanna be drunk now half never wanna do it again,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im sure shes gonna be drunk for the whole weekend ,True,0.1375,-0.14,0.82,I'm sure she's gonna be drunk for the whole weekend. :(,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Woke up still drunk ,True,0.5,-0.5,1.0,Woke up still drunk .....😩,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Dosani     consider me honoured  lets all get drunk and eat burgers,True,0.5,-0.5,1.0,@Rishma_Dosani @nicolajoakley @daniellestacey1 @BeechardRich @RebeccaSLewis consider me honoured - let's all get drunk and eat burgers...,,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IM REALLY DONE GETTING DRUNK,True,0.2,0.2,0.2,IM REALLY DONE GETTING DRUNK🙅🏽😫😕,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
my stomach burns the room is spinning may still be drunk,True,0.5,-0.5,1.0,my stomach burns  the room is spinning  may still be drunk,,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Im the one that got drunk lastnight but was up for church while my parents knocked ,True,0.5,-0.5,1.0,I'm the one that got drunk lastnight but was up for church  while my parents knocked 😐,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
hi I was kinda drunk last night and hungover today great times,True,0.1,0.1,0.61,hi I was kinda drunk last night and hungover today great times,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
i dont think i have ever offended anyone here if i have then i am sorry i was probably drunk,True,0.5,-0.5,1.0,i don't think i have ever offended anyone here  if i have  then i am sorry i was probably drunk,,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I literally think the only thing thatll get me through the next two days is knowing I can get drunk on Friday night its very needed,True,0.075,-0.07,0.57,I literally think the only thing that'll get me through the next two days is knowing I can get drunk on Friday night  it's very needed🙆🏼👊🏼,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
Not sure if hungover or still drunk,True,0.375,-0.38,0.94,Not sure if hungover or still drunk,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 I was just scrolling down amp saw this tweet amp was like am I drunk or did I tweet this but then I noticed we just have same pic,True,0.218518519,-0.22,0.47,"@BarcMarreda I was just scrolling down &amp; saw this tweet &amp; was like ""am I drunk or did I tweet this"" but then I noticed we just have same pic",,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
shouldnt be allowed near a computer when drunk,True,0.2,-0.2,0.7,shouldn't be allowed near a computer when drunk,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
i have to warn you ive never played the trumpet and im extremely drunk great Youre hired  audition for homeland theme music,True,0.15,0.15,0.88,"""i have to warn you  i've never played the trumpet and i'm extremely drunk."" ""great. Yo're hired."" - audition for homeland theme music",,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 haha I still am I was just pretty drunk that night and your snake seemed better than other snakes,True,0.065,0.07,0.64,@andyluther60 haha I still am I was just pretty drunk that night and your snake seemed better than other snakes,,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
 im just going to go get drunk play videogames and forget about all this shite,True,0.5,-0.5,1.0,@KatieKhaleesi im just going to go get drunk  play videogames and forget about all this shite,,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tonight Im getting so drunk idc ,True,0.5,-0.5,1.0,Tonight I'm getting so drunk idc 🍺,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 yea sorry lol Im a bit drunk kid,True,0.066666667,-0.07,0.9,@DrvgKingPin yea sorry lol.. I'm a bit drunk kid,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
So drunk is the only way Im gonna sleep anymore Oh well my liver can handle it,True,0.25,-0.25,1.0,So  drunk is the only way I'm gonna sleep anymore. Oh well my liver can handle it.,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 Ive heard Ive only bumped Maria Im Drunk so far though,True,0.133333333,-0.13,1.0,@ThisYaMANNs I've heard  I've only bumped Maria I'm Drunk so far though,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Well I was excited to watch AndyampAmanda talk about Big Brother while drunk until you guys started bashing Dan I hate both of you now ,True,0.23125,-0.23,0.69,Well I was excited to watch Andy&amp;Amanda talk about Big Brother while drunk until you guys started bashing Dan. I hate both of you now. ✌🏻️,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The not hung over but drunk mood when you wake up gtgtgt,True,0.5,-0.5,1.0,The not hung over but drunk mood when you wake up &gt;&gt;&gt;,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Drunk drive wit my niggas,True,0.5,-0.5,1.0,Drunk drive wit my niggas,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I shouldnt be allowed to have a phone when Im drunk ffs I hate me,True,0.65,-0.65,0.95,I shouldn't be allowed to have a phone when I'm drunk ffs I hate me,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
 I am fully willing to admit I got drunk because Im am idiot Was not aware Not Your Fathers Rootbeer was beer until 3 deep,True,0.235,-0.24,0.64,@WhimsicalPizza I am fully willing to admit I got drunk because I'm am idiot. Was not aware Not Your Father's Rootbeer was beer until 3 deep,,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
  look I am drunk and an unrepentant ambrollins shipperIt was bound to happen,True,0.5,-0.5,1.0,"@LdWaugh @deansfringe look I am drunk and an unrepentant ambrollins shipper.

It was bound to happen",,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gotta sleep now because im drunk as fuck hehehe PushAwardsLizQuens,True,0.45,-0.45,0.8,Gotta sleep now because im drunk as fuck hehehe #PushAwardsLizQuens,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I got WAYYYYY to drunk last night ,True,0.25,-0.25,0.53,I got WAYYYYY to drunk last night 😳,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
