sentiment_polarity,absPolarity,Clean tweet,sentiment_subjectivity,tweet,L,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
-0.5,0.5,  230 AM drunk in NYC and I needed something to eat and you know who was there for me when others werent Taco Bell,1.0,@VRP723 @ccaarrllooss 230 AM drunk in NYC and I needed something to eat  and you know who was there for me when others weren't? Taco Bell,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.5,0.5, sad thing is Im not even drunk yet ,1.0,@hoodielouis sad thing is I'm not even drunk yet 😅🍻,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.25,0.25,Tell me why I left a party at 1 am drunk thirty minutes away just because all I could think about was your ass,0.5,Tell me why I left a party at 1 am drunk  thirty minutes away  just because all I could think about was your ass...,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.56,0.5625,Im mad drunk,1.0,I'm mad drunk,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.35,0.35,I think drunk mode apps need to be invented for everyday conversations with me,0.8,I think drunk mode apps need to be invented for everyday conversations with me,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
-0.25,0.25,Waking up still drunk the next morning ltltlt,0.5,Waking up still drunk the next morning. &lt;&lt;&lt;,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.1,0.1,Another manager is here and we open in 15 and here I amstill drunk LOL,0.73,Another manager is here and we open in 15 and here I am..still drunk LOL,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Why do I feel the need to text people when Im drunk,1.0,Why do I feel the need to text people when I'm drunk,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-0.5,0.5,I Was So Drunk Lastnight,1.0,I Was So Drunk Lastnight😂,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.5,0.5,Every time I get drunk I feel the need to give everyone death stoppp freya,1.0,Every time I get drunk I feel the need to give everyone death  stoppp freya,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.05,0.05,Bass48 I passed out lmao too drunk,1.0,@Sea_Bass48 I passed out lmao too drunk,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.55,0.55,wake up drunk go to sleep fucked up,0.85,wake up drunk go to sleep fucked up,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3,0.3,Damn I was drunk as fuck last night ,0.56,Damn I was drunk as fuck last night 😳,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.15,0.15333333300000002,Sorry Im just clearing out my drafts folder which seems to be filled entirely with jokes Ive half written while drunk,0.74,Sorry I'm just clearing out my drafts folder which seems to be filled entirely with jokes I've half written while drunk.,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.18,0.182142857,if i took a shot for every selfie stick within 50 feet of me i would be very drunk in times square right now,0.77,if i took a shot for every selfie stick within 50 feet of me i would be very drunk in times square right now,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.16,0.1625,College is cool because youre never the only one drunk on a random week day,0.79,College is cool because yo're never the only one drunk on a random week day,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5, alot of us were drunk,1.0,@NadineGhattas alot of us were drunk,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.36,0.35714285700000004,Im 30 amp my what I did at the weekend response is still I got blind drunk amp binged watched Netflix all without eating a single vegetable,0.63,"I'm 30 &amp; my what I did at the weekend response is still ""I got blind drunk &amp; binged watched Netflix  all without eating a single vegetable""",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5, thats what I did  I drunk it for like a hour before I went to take it ,1.0,@GoldBxllet that's what I did . I drunk it for like a hour before I went to take it .,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.2,0.2, also I was clearly drunk because I would never drink that beer sober Not even for thunderstruck,0.6,@valarmorghvlis_ also I was clearly drunk because I would never drink that beer sober. Not even for thunderstruck.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.5,0.5,Damn I Was Truly Drunk Out Of My Mind,1.0,Damn I Was Truly Drunk Out Of My Mind,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.12,0.11666666699999999,if you want to get an idea of the kind of person i am i was drunk the first time i watched terminator 2 and i cried when arnold died,0.74,if you want to get an idea of the kind of person i am  i was drunk the first time i watched terminator 2 and i cried when arnold died,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,I was drunk af yesterday to the point I didnt think I could drink today but here I am drink in hand ,1.0,I was drunk af yesterday to the point I didn't think I could drink today  but here I am  drink in hand 😂,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,3 hours into Fionas birthday we are both quite drunk and watching buzzfeed videos so yeah you could say its going better than last year,0.52,3 hours into Fiona’s birthday we are both quite drunk and watching buzzfeed videos so yeah you could say it’s going better than last year.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5, im sorr y lis omg im just drunk,1.0,@BBCGeek im sorr y lis omg im just drunk,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,Omg say the cringiest things ever when im drunk,0.0,Omg say the cringiest things ever when im drunk😢😓😩,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.2,0.2,I clearly mustve been drunk at the time,0.69,I clearly must've been drunk at the time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25,0.25,i was drunk last night amp I was lurking through my ex page amp realized how petty I am,0.53,i was drunk last night &amp; I was lurking through my ex page &amp; realized how petty I am,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25,0.25,I wish I was as out going and funny as I am when Im drunk,1.0,I wish I was as out going and funny as I am when I'm drunk😒,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25,0.25,I was I should eat a sub from a convenience store drunk last night,0.53,I was I should eat a sub from a convenience store drunk last night,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Its gonna rain today guess I gotta get drunk,1.0,It's gonna rain today guess I gotta get drunk,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.25,0.25,Getting drunk before trying to do homework was definitely not on the agenda tonight but I guess its happening,0.75,Getting drunk before trying to do homework was definitely not on the agenda tonight but I guess it's happening,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
-0.78,0.78125,maria im drunk,1.0,maria i'm drunk!!,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.12,0.11666666699999999, A woman in a bikini trying to seduce a guy she likes shouldnt be taken seriously as a character Wow,0.83,@ExpertPenguin A woman in a bikini trying to seduce a guy she likes shouldn't be taken seriously as a character? Wow.,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.08,0.083333333, Angela be super drunk this weekend,0.83,@daaaangela Angela be super drunk this weekend.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0.0,0.0,Not to mention Ed Sheeran and Beyonc singing acoustic Drunk in Love and Eddie Vedder and Beyonc singing Redemption Song,0.8,Not to mention Ed Sheeran and Beyoncé singing acoustic Drunk in Love  and Eddie Vedder and Beyoncé singing Redemption Song.,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.5,0.5,I wanna get drunk tonight but when I get drunk I never have a lie in and I rlly also want a lie in,1.0,I wanna get drunk tonight but when I get drunk I never have a lie in and I rlly also want a lie in,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.24,0.24444444399999998,customer shes also being seriously sold to me in a 60 game about ESPIONAGE tooThe similarities between her and Quiet are uncanny,0.47,@drunk_customer she's also being seriously sold to me in a $60 game about ESPIONAGE  too!The similarities between her and Quiet are uncanny!,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.45,0.45,I cant fuck with no girl that stay drunk  the bitch aint got no life ,0.8,I can't fuck with no girl that stay drunk . the bitch aint got no life. 😴,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.05,0.048333333,ugh why am I so sad  I just want my baby to be happy from what I saw he was insecure and worn out not hahah so funny high and drunk omg,0.9,"ugh why am I so sad 😭 I just want my baby to be happy. from what I saw he was insecure and worn out  not ""hahah so funny high and drunk omg""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.15,0.15,I might have drunk too much tea amwriting,0.6,I might have drunk too much tea #amwriting,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.5,0.5,Want to get drunk tonight ,1.0,Want to get drunk tonight 😒,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.35,0.35,  she proved you are a complete idiot with just a selfie LMFAO ,0.6,@BsBumLife @Dekashoko she proved you are a complete idiot with just a selfie. LMFAO. http://t.co/kE2ExiPaSI,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.17,0.16875, If you want it get it Only you know the answer Unless youre drunk In that case NO Or at least wait until tomorrow ,0.85,@johnnJrGotti If you want it  get it. Only you know the answer. Unless yo're drunk. In that case: NO! Or at least wait until tomorrow ;-),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.3,0.3,I am no mortal man alcohol has no effect on me  Max Keenan Sept 19Holy fuck I was so drunk last night     Max Keenan Sept 20,0.56,"""I am no mortal man alcohol has no effect on me"" - Max Keenan Sept 19

""Holy fuck I was so drunk last night""    - Max Keenan Sept 20",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.11,0.107142857,Uber has always seemed like the bestworst idea to me You wont be driving drunk But youll be in a strangers car out of your right mind,0.77,Uber has always seemed like the best/worst idea to me. You won't be driving drunk. But yo'll be in a stranger's car out of your right mind.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Is Luhan really drunk ,1.0,Is Luhan really drunk? 😂😂😂😂😂😂😂,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.5,0.5,   yoongi youre drunk I dont want to fiGHT ME YOU OVERGROWN LUMP OF MUSCLE swing and a miss,1.0,"@bwihob @junghopeu @greasemin ""yoongi  yo're drunk  I don't want to-"" ""fiGHT ME YOU OVERGROWN LUMP OF MUSCLE"" *swing and a miss*",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.45,0.45,So tired I feel drunk,0.85,So tired I feel drunk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.5,0.5,Probably shouldnt get drunk and lose my ID,1.0,Probably shouldn't get drunk and lose my I.D.😒😅,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.25,0.25,I come home to my roommate blackout drunk emotionally blasting Britney Spears I have met my match,0.82,I come home to my roommate blackout drunk emotionally blasting Britney Spears. I have met my match.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.06,0.0625,leetaylor the more I look at this picture the more drunk I think I look ,0.75,@emma_lee_taylor the more I look at this picture the more drunk I think I look :((,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.1,0.1,If you aint never got fucked up to the point you didnt want to drink again you aint never been drunk af Lol,0.8,If you ain't never got fucked up to the point you didn't want to drink again you ain't never been drunk af. Lol,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.18,0.181818182, you were drunk when you said this Because you dont get out of bed to live this ,0.75,@KylerNicotre you were drunk when you said this.... Because you dont get out of bed to live this 😂😂😂😂😂,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,0.0,Sometimes I forget I have a metalcore version of drunk in love on my phone and now I am laughing,0.8,Sometimes I forget I have a metalcore version of drunk in love on my phone and now I am laughing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.0,0.0,ed and beyonce singing drunk in love acoustic my mother and father have blessed me,0.8,ed and beyonce singing drunk in love acoustic. my mother and father have blessed me.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.5,0.5,Go home  youre drunk,1.0,Go home @RealSkipBayless yo're drunk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.5,0.5, you get drunk from one beer though,1.0,@KSchrecengost you get drunk from one beer though....,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.01,0.010416667, Haha  Please add I drunk it   Beer,0.77,"@SoGe89 
Haha !! Please add ""I drunk it' !! :) 
*Beer*",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,i think karens drunk,1.0,i think karen's drunk,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.25,0.25,Last PopeInDC encounter pre2015 was a drunk guy in papal vestments shouting while careening through traffic on Mass Ave in a shopping cart,0.53,Last #PopeInDC encounter pre-2015 was a drunk guy in papal vestments shouting while careening through traffic on Mass Ave in a shopping cart,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11,0.109090909,15 days and counting till Im reunited with my best friend    few drunk nights Im thinking  nothing new there ,0.46,15 days and counting till I'm reunited with my best friend 😈🎉🍹🐝👯 @chl03scott  few drunk nights I'm thinking 😏 nothing new there 😛😛,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.07,0.06888888900000001,Drunk off love we both feel deep down but too scared to say coz we know how this ends thinking maybe wed be better as friends,0.56,Drunk off love we both feel deep down  but too scared to say coz we know how this ends  thinking maybe we'd be better as friends,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.45,0.45,  fuck ya,0.8,@moormanparty @drunk fuck. ya.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.17,0.166666667, wasnt even drunk really Just got cracked round the head,0.53,@TheRealDanBeale wasn't even drunk really! Just got cracked round the head!,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,So theres this drunk guy who looks like Harvey Wippleman spewing up all over the pavement,1.0,So there's this drunk guy who looks like Harvey Wippleman spewing up all over the pavement,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25,0.25,im not drunk ,1.0,im not drunk 😌,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.65,0.65,   Garroth Out Of Everyone That Could Have Come The Drunk Idiot Comes  Leaves ,0.9,@DALEtehdrunkmes @Aphmau18Aphmau @LordAphmau @__Garroth__ Out Of Everyone That Could Have Come The Drunk Idiot Comes * Leaves *,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.33,0.325,Bam must be very drunk and have a really big stamina to dancing ,0.55,Bam must be very drunk and have a really big stamina to dancing. 😹,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.0,0.0,the drunk in love remix by the weeknd is freakin fire,0.8,the drunk in love remix by the weeknd is freakin fire,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.13,0.125,drunk history is so funny ,1.0,drunk history is so funny 😂😂,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.6,0.6,  agghh I want it so bad But 60000 drunk af college kids,0.83,@MasonArther @deadmau5 agghh I want it so bad.... But 60000 drunk af college kids...,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.15,0.15,Popcorn tattooists barbers lollies and many drunk studentsIt can only be Sketchy Im on in 30mins itll be nice to play this stage solo,0.88,Popcorn  tattooists  barbers  lollies and many drunk students.It can only be Sketchy. I'm on in 30mins it'll be nice to play this stage solo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0.0,0.0, I need u to make a run with me at 6,0.0,@LilDrkskin_ I need u to make a run with me at 6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.42,0.41666666700000005, Seriously is she drunk Off her rocker Or just a hateful bigot,0.83,@TheRickWilson Seriously  is she drunk? Off her rocker? Or just a hateful bigot?,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,0.0,Drunk in love,0.8,Drunk in love,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.03,0.027272727000000004, Lmao we keep fucking up this drunk snacking thing in new and creative ways,0.85,@ShawnWelch2 Lmao we keep fucking up this drunk snacking thing in new and creative ways,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.13,0.133333333,I love when my pandora starts playing in class and says get drunk and fuck,0.73,"I love when my pandora starts playing in class and says ""get drunk and fuck""",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.23,0.225,Reggienet is the equivalent of the drunk girl with the birthday sash on shes barely functioning and needs help with every step,0.55,Reggienet is the equivalent of the drunk girl with the birthday sash on  she's barely functioning and needs help with every step,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.3,0.3,this is nice get drunk at happy hour weather,1.0,this is nice get drunk at happy hour weather,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.13,0.125, oy bam youre not drunk get drunk ardy,1.0,@drxcloud oy bam yo're not drunk? /get drunk ardy/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,is xingie drunk lmfao,1.0,is xingie drunk lmfao,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
-0.5,0.5,I just wanna drunk die,1.0,I just wanna drunk die,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Did you hear the one about me being a drunk,1.0,Did you hear the one about me being a drunk?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5,0.5,Patron dont even get me drunk,1.0,Patron don't even get me drunk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
0.07,0.06875,And the only accurate part of your tweet was hes a drunk who doesnt know who I am Youre not disappointed You dont know me ,0.85,"And the only accurate part of your tweet was hes a drunk who doesn't know who I am. Yo're not ""disappointed."" You don't know me. @PX99T",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.43,0.425,Stephen was drunk as fuck and said HOOOOOKAY Im like  Am I back in Hawaii u fucking idiot,0.6,Stephen was drunk as fuck and said HOOOOOKAY I'm like .... Am I back in Hawaii u fucking idiot,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
-0.5,0.5,So Ill be drunk texting you,1.0,So I'll be drunk texting you😱😛,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
-0.5,0.5, gone have ur ass so drunk,1.0,@pacmantiggy21 gone have ur ass so drunk,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
