url,Sentiment_polarity,absPolarity,Clean tweet,sentiment_subjectivity,L
0,-0.44,0.4375,Im not trans divorced Im offendedIm constantly forced to run my life as if I am Im MARRIEDamphappily so Sorry I havent fd up my life,0.6,n
0,-0.05,0.05,Probably get divorced at 40 allow being married to a creepy old man,0.48,n
0,0,0,Divorced kid probs  374 saying all of my parents instead of saying my parents,0,n
0,-0.07,0.071428571, When I spout off on politics amp a friend says I should run for office I say Im a divorced single atheist socialist,0.21,n
0,0,0,  why Delhi CM Always to replylet them go to court and get divorceddont politicize,0,n
0,0.7,0.7,lol what kind of person tells you to get over the fact that your parents are divorced ,0.8,n
0,0.23,0.233333333,I love my wife and I dont want to get divorced but last night she asked me who the NWA are so I think Im legally required to,0.29,n
0,-0.03,0.025,Whats the point of marriage if Homer and Marge Simpson are getting divorced like what the fuck Is love not true anymore,0.62,n
0,0,0,Met lady yesterday lost mother father divorced within one year Such depth of pain and yet still searching for beauty inspiration,0.5,n
0,-0.38,0.375,When ur divorced parents still joan on each other gtgtgt yeah well ur jackass father makes illegal uturns ,0.59,n
0,-0.34,0.34375,When I was little I always swore that Id never get divorced but nowadays that just seems so unrealistic,0.75,n
0,0,0,d3s4i Met lady yesterday lost mother father divorced within one year Such depth of pain and yet still searching for beauty inspirati,0.5,n
0,0,0,  No Wonder She Divorced Them Making Their Rounds On Network TV As We Speak,0,n
0,0,0, Yep quit cigarettes amp women same day got divorced havent had the urge to pick up either one sincegtPRICELESS,0.13,n
0,0,0,My divorced parentsgt ,0,n
0,0,0,  are the kids parents getting divorced or not,0,n
0,0.15,0.15, Maybe if you were better at escaping raptors your parents wouldnt be getting divorced Ah he started crying again,0.55,n
0,-0.15,0.15,  guys do u guys have any personal issues between Bal acts like forced divorced spouce,0.25,n
0,-0.11,0.111111111, well RachelDolezal is divorced from her black husband and claimed her parents adopted black son was her son is equally nutty,0.37,n
0,-0.03,0.025,Thats the only thing I hate about have divorced parents and not being able to always see my daddy as much as I want to,0.68,n
0,0.14,0.136363636, Im lost I was  wife amp mom but my husband divorced me I live in a rented room I have no job or edu Pray for me ,0.5,n
0,0,0, whats next Fired for having a beer Getting divorced Smoking,0,n
0,0,0,Having divorced parents is stressful,0,n
0,-0.3,0.3,Having divorced parents sucks ass,0.3,n
0,0,0,Its official Im getting divorced,0,y
0,0,0, when you get divorced,0,n
0,0.31,0.3125,GodStory TayyonampMelissa Married then divorced By Gods grace they remarried and now birth of Tayyon Jr TGBTG ,0.25,n
0,-0.7,0.7,Is the divorce means the end of lifeOr the divorced man is a bad personjustsaying,0.67,n
0,0.54,0.535714286, A3 favorite memory is spending eveningsweekends with him Divorced parents they were special times DadsMyHero,0.79,n
0,0,0,Can I just graduate college and meet my divorced politician yet,0,n
0,0.23,0.233333333,If I ever got divorced keep ya shit my nigga Just take care of ya kids Be a good father Ill be straight,0.6,n
0,0.03,0.033333333,I feel like if you got married in a church then got divorced its worse its like haha God that who day in your church was a lie,0.38,n
0,0.3,0.3, I just learned my parents divorced  so I look your video because you make me smile ,0.1,n
0,0.17,0.168181818,How can ppl still say sanctity of marriage when every straight person is divorced and their kids live between two households,0.45,n
0,0,0,Having divorced parents is such a struggle sometimes ,0.5,n
0,-0.43,0.431818182,Man I need to move out ASAPhaving divorced parents who still live together is the worst thing ever,0.75,n
0,0.17,0.172222222,Way too many people my age are getting divorced And people wonder why Im not rushing to settle down with anyone,0.39,n
0,0,0,Bearington Your parents spacedivorcedYour sister is spacegay,0,n
0,-0.55,0.55,Still fucking pissed my parents told us they were getting divorced while on vacation in PEI and then took us to an amusement parkSo weird,0.9,n
0,0.02,0.020833333,is it just me or does having divorced parents get super hard around things like graduation,0.6,n
0,0,0,me Im finally seeing my dad this weekendeveryone always oh are your parents divorcedme no,1,n
0,0,0,Can they just get divorced already pleaseeeeee LHHATL,0,n
0,0,0,divorced parents is a blessing and a curse,0,n
0,-0.03,0.025, my lost long divorced chris brown comes back for his kaurrecha or wah her that her name ,0.2,n
0,0,0,Without fear I have to say that Nintendo is for immature pussies who still lives with their parents or if theyre divorced with their mom,0,n
0,0.25,0.25,You will be married within a year and divorced within two,0.25,n
0,-0.33,0.331818182,Its annoying being a divorced kid Cause you live in 2 diff households or in my case 3amp your behavior is considered strange,0.7,n
0,0,0, Shoot Just saw that he got divorced,0,n
0,0.33,0.333333333, How many Catholic priests have been sued for not marrying divorced people How many rabbis for not marrying mixedfaith couples,0.37,n
0,-0.03,0.025,Actual employee excuse to not work My son is getting divorced amp I have to talk about it all day to my family managerproblems,0.08,n
0,-0.07,0.071428571, he looks like a divorced single dad who works as a kindergarten teachermy aesthetic,0.21,n
0,0.17,0.175,All old friends have kids and married some even divorced  Im going to hell but all I can do is giggle and say karma is a bitch ,0.23,n
0,0,0, DadsMyHero A3 but he said dont do it and 20 years later Divorced,0,n
0,-0.6,0.6,Having divorced parents kinda stinks  get to see my mom today after two weeks ,0.5,n
0,0.02,0.025,Just watched an episode of the Simpsons I swear to god marge and homer cant get divorced that shit aint funny,0.9,n
0,-0.02,0.020833333,Divorce laws are stupidYou should only get half of shared assets So if I married now amp divorced id have to give half of my student loan,0.4,n
0,0.44,0.442272727,Im not filthy rich I have divorced parents not everyone likes me I dont always succeed but I sure live one great life,0.78,n
0,0.25,0.25,Got married in a bathroomHoneymoon on the dancefloorAnd got divorced by the end of the nightThats one hell of a life,0.25,n
0,0.52,0.515625, Glad to hear that Im divorced But the institutions of the family bases are being destroyed thanks to Obummer ears,0.6,n
0,0.25,0.25, ask married couples ask divorcedwidowed people but dont ask the clergy,0.25,n
0,0.36,0.358333333,Super happy they never got divorced bc my dad would never be able to marry again Ion play that stepmother shit,0.77,n
0,0,0,My mom kept my dads last name even though they are divorced,0.07,n
0,0.09,0.088888889,MissSA I will big you up the day you stop excluding divorced women  older women women with babies women with natural hair,0.28,n
0,0,0,OH MY GOD THEYRE DIVORCED,0,n
0,0.37,0.366666667,Relationships arent easy If they were no one would ever get divorced But when its worth it it works Just let it work,0.47,n
0,-0.3,0.3,Having divorced parents sucks,0.3,n
0,0.22,0.21875,When people get divorced because they just dont love each other anymore they never should have gotten married in the first place,0.39,n
0,-0.5,0.5, u and okki divorced im sorry,1,n
0,-0.12,0.121666667,after almost 25 very very long and difficult years of fighting and bitterness Im about to be divorced for real,0.61,y
0,0.42,0.416666667,  hes never even gotten divorced over gay marriage  what a loser,0.58,n
0,-0.4,0.4, even worse is that theyre divorced so idk what to do,0.6,n
0,0,0,   hey hes gotten divorced a couple times maybe once was because of the gays,0,n
0,0.13,0.125,Jim Edmonds Divorced the second wife in Jan married Meghan in Oct Someone else needs to ask the Beador girls for forgiveness RHOC,0.13,n
0,0.53,0.525, Im married to my hypergalactical sorting But my Mum thinks I should get divorced lol,0.47,n
0,0,0,Refuse to acknowledge that Barney and Robin are divorced in How I Met Your Mother ,0,n
0,0.1,0.095454545,It has been roughly 33 years since my parents got divorced  That FIRST day my mom was in her new crib Ill take with me to my grave,0.4,n
0,0,0,If I was divorced Id be this guy Lightbody talking about Louis CK,0,n
0,0,0,  Chris Rock about to get divorced Wifey trying to get that money,0,n
0,0.25,0.25,If you had children before marriage got married amp now getting divorced we can take care of your paternity issues along with the divorce,0.25,n
0,0,0,If I dont marry a boy like Pod then consider me divorced,0,n
0,0.25,0.25, strada  Buon giorno from Texas  Ive been to Italy since 1991 married there also but divorced now,0.25,n
0,0,0,Cant believe its been 7years since my parents got divorced,0,n
0,0.25,0.25,Sometimes I feel I should just skip the pretense and be a homelessCan I become a divorced dad without getting Married or producing a baby,0.25,n
0,0.45,0.45, qualification  is the most important thingeven cj is divorced,0.75,n
0,0,0,He got divorced because he always wanted a girlfriend,0,n
0,0.25,0.25,Also all the money you start giving the government to get married And divorced,0.25,n
0,0.09,0.089285714,Nobody told your ass to be a single mom unless you got married and your husband either died or divorced you Nobody told you to settle,0.23,n
0,0,0,getting divorced because s phone crashed and i told her you just got phowned,0,n
0,0,0,Its botox and breast implant day at the Dr office Im going to get some divorced cougar digits sugarmomma,0,n
0,0.5,0.5, Yea no surprise theyre now divorced Shell be on some island just refreshing her internet banking laughing her bristols off,1,n
0,0,0, Hit his wife got divorced,0,n
0,-0.13,0.125,  hence why the majority are divorced or never married,0.25,n
0,0.48,0.483333333,  Good for her I hope soon to be divorced April walks in on Jackson banging a really hot nurse ,0.82,n
0,0,0,So sad there was more divorced people than married people in class ,0.69,n
0,0,0,  but then we got divorced ,0,y
0,-0.18,0.183333333,  Yeah I Saw How Many The Parents Are Doing Small Wonder She Divorced Them Hate Her For Feelings About Blacks,0.6,n
0,0,0, Im going to write a sequel Getting Divorced,0,n
0,0.32,0.31547619,Married divorced had a baby amp married again Well this makes u special amp u can buy healthinsurance NOW  CHS ,0.36,n
0,0.75,0.75,Q was the most juiced up tho lol he was hitting a marriedrecently divorced chick ,0.6,n
0,0.13,0.125,My coworker felt the need to let me know he divorced his wife First words that came out of his mouth after  omg shes back,0.17,n
0,-0.08,0.083333333, A recent movie on the subject youthtakeover I Am Nojoom Age 10 and Divorced by Khadija alSalami,0.29,n
0,-0.2,0.2,  Calzona cheated lied cut off eachothers leg Crowen hit eachother cheated divorced MerDer DEAD,0.4,n
0,0.4,0.4, yes my first love who I married and we divorced nine months later but she brought out the best in me,0.3,y
0,0,0,McClellan  Its Posh and her husband but he recently changed his name to Caitlyn so I think they might be getting divorced,0.25,n
0,1,1, Are DIVORCED girls easier in bed tcoYPRoP9E30r    Yes shes over 40 but still awesome,1,n
0,0,0, divorced ,0,n
0,0.17,0.175,Dana interested in going out on a date with a 30 year old divorced father of three girls Miss 100 of the shots you dont take,0.35,n
0,0.43,0.433333333, Before my dad left me divorced with my mum we always used to watch How Its Made together and this pic makes me so happy ,0.67,n
0,-0.5,0.5,The Simpsons are getting divorced wtf,1,n
0,0,0,the my parents are divorced style ,0,n
0,0.1,0.1,Mothers amp Farthers day was cute when I was younger But when you have divorced remarried parents its a heavy impact on your bank account ,0.5,n
0,0.17,0.166666667,Well it couldnt be me for one reason in particular We would be divorced,0.33,y
0,0,0,Having divorced parents who dont get along is extremely frustrating especially when important events come up,0.97,n
0,-0.3,0.3,Two of the women now in Syria were in forced marriages to two men brought over from Pakistan one divorced one estranged,0.2,n
0,0.38,0.375,It cost more money to get divorced than to get married smh,0.38,y
0,0,0, I think theyre divorced,0,n
0,0.5,0.5,How many divorced men does it take to change aolightbulr No one knows They never keep the house,0.5,n
0,0,0,Celebrities who get divorced from these gold diggin thots be coughin up millions over some pussy,0,n
0,0.6,0.6,Still not over Pete Wentz and Ashlee Simpson getting divorced to be honest,0.9,n
0,0.49,0.48828125,Ex playboy twice divorced thrice married Head of TTPTI Mr Taliban khan is coming to Kabul tomorrow  So what,0.25,n
0,0.3,0.3,Whats a 50 gift for a chance to wear a nice suit and shoot my shot with your auntie and divorced mama 100 gift if it is an open bar,0.75,n
0,0,0,My daughter was born in 2005 I got divorced returned to Chad and found work as a translator youthtakeover,0,y
0,0.18,0.178571429,Chipper is now married for a third time So when he gets divorced he will be Ross from Friends right,0.26,n
0,0,0,UNICEF My daughter was born in 2005 I got divorced returned to Chad and found work as a translator youthtakeover,0,y
0,0,0,   Cuz in YOUR 4 times divorced world his wife should have thrown herself on the burning pyre,0,n
0,0.22,0.22,So this girl J went to school with married her high school sweetheart They were together 9 years got married at 23 amp divorced at 24,0.35,n
0,0,0,imagine if harry went with his mothers maiden name when they got divorced his name would be harry cox,0,n
0,-0.24,0.235185185,  Ive lost both parents my 2 dogs and divorced after 24 yearsall in 4 yearsits been a tough timeIve needed to be strong,0.86,y
0,-0.38,0.377777778,Bitches is stupid talkin bout they want half of everything when they get divorced lmaoI cant go U can get half of this dick in U bih,0.44,n
0,-0.55,0.55,Its not my business I just feel so badly for her ex husband I dont know why they divorced he just seems so broken about it,0.53,n
0,-0.1,0.1,Donald Trumps speech sounds like the pity invite divorced Uncle after xmas dinner,0.2,n
0,0,0,No wonder she divorced Kris Humphries,0,n
0,-0.4,0.4,I cannot stand the term a broken home or family There is nothing broken about divorced parents,0.4,n
0,0,0,5WordSilverLinings You can Always Get Divorced,0,n
0,-0.5,0.5,Fuck going through that crazy process for getting divorced,0.75,y
0,0,0,TV news in India has become 98 intolerable creating amp imagining alternate realities totally divorced from what matters MSM EnglishNews,0.38,n
0,0,0,I envy everyone that is blessed enough to not have divorced parents ,0.5,n
0,0,0,If and when I have kids I will never be getting divorced because I dont want to feel replaced by another ladysmh,0,n
0,0,0,our sarang line but weve divorced no,0,n
0,0.08,0.083333333,So sad how many couples I see divorcing I know that no one gets married just to get divorced but PrayThatWontBeMe NO,0.58,n
0,0.5,0.5,The couple that vow to get divorced if the marriage equality bill is passed in Australia This is hilarious  ,1,n
0,-0.05,0.05,    He did die but they were divorced long before that,0.4,n
0,-0.5,0.5,A sad bachelor pad of divorced BFIB execs ,1,n
0,0,0,we might have divorced but the sarang line still lingers ,0,n
0,-0.17,0.175,Im gonna need to change my name in the system I havent been here in a whileOh did you get marriedNo divorcedAwkward,0.63,n
0,0.8,0.8,This lady is talking about how she just turned 25 amp divorced her wife amp shes bomb asfuuuuuck  lemme comfort her lol,0.7,n
0,0,0,millions you dont choose if you get divorced or not,0,n
0,-0.7,0.7,Do it for all the babies aborted all the men divorced for greed all the men cheated on and lied to All the kids with bad moms,0.67,n
0,-0.36,0.3625,One thing Ive learned from endless years of marriage counselling is that its way fucking cheaper to get divorced,0.78,n
0,0.2,0.2, Vanish He and my mom were really close Even after my grandparents got divorced and the abuse stopped,0.2,n
0,0,0,I promise never will I ever get divorced,0,n
0,0.3,0.301547619, She is not a single mom  She is a divorced mom the twins have a loving father who is very much in their lives,0.47,n
0,0,0, knitty Says the man who is twice divorced,0,n
0,0.13,0.126190476,And in Pakistans marriage certificate you have a choice either youre virgin married or divorced no not virgin single Haha,0.25,n
0,0,0,taeminby admitting we divorced it means that we did marry,0,y
0,0.14,0.136363636,Headlines matter Trump announces presidential campaign Or Once bankrupt twicedivorced New Yorker announces run for president,0.45,n
0,0,0,  nah Asif said they divorced gotta a estepdad,0,n
0,-0.21,0.21010101, then she got herself a piece of black dick and after they got divorced she went crazy she created a new life and everything,0.6,n
0,0,0, Vanish my mothers side just divorced and Im going to be in charge of my dads family foundation soon,0,n
0,0.1,0.1,some peoples are married to ideas that they dont realize divorced them a long time ago,0.33,n
0,-0.4,0.4,1 KS2 confirms unhealthy divorced infantile working environment of our national government and Parliament Reform urgent ,0.52,n
0,0.13,0.125,The dating market sucksthey are too young or divorced with 2 kids ,0.4,n
0,0,0, The model their lives after Flairthe same guy who got divorced 65 timesand blew his cash,0.13,n
0,0,0, They model their lives after Flairthe same guy who got divorced 65 timesand blew his cash,0.13,n
0,0.63,0.625, Between Battlefront and Fallout I am going to have to make sure I dont end up divorced in November,0.89,n
0,0.27,0.266666667,Finally astute analysts identify the real problem with Trump Hes twicedivorced  oO,0.73,n
0,0,0,  one year I got the 96 pack because my parents got divorced blessed,0,n
0,0,0,The recently divorced Trumps did a commercial for stuffedcrust pizza is what happened And thatsyeah That occurred,0.13,n
0,0.25,0.25, Nope Though she has been married and divorced twice,0.25,n
0,0,0,I will never make my kids have to deal with divorced parents growup,0,n
0,0.26,0.2578125, my sister got married at 22 and now shes getting divorced why cant I get some appliances Im a functional adult,0.28,n
0,0.13,0.125,So whats the current status on Kim Kardadhian Married divorced just nude forever,0.33,n
0,-0.04,0.041666667,Imagine being that kid that had divorced parents in the 90s that told one parent to get him Pokemon Red and the other to get Blue for Xmas,0.16,n
0,0.27,0.266666667,I will try my PERSONAL best to not have to put my children through the shit I went through with divorced parents,0.47,n
0,0.38,0.375,In life take chances get married have children get divorced travel fall in love follow your dreams dont leave life wondering what if,0.42,n
0,0,0,Trump cant run on family hes been divorced He cant run on economy hes been chapter 11 He cant run on ethics hes on reality TV,0,n
0,0.2,0.2,Its all my mums fault if that obese hoe just divorced him then I wouldnt have to have suffer so much because of him,0.2,n
0,0,0,stark Like Connors parents he said that theyre divorced Whats that,0,n
0,0,0, my mom hyphenated her name for a bit but since her parents got divorced and remarried and then she did the same thing so,0.13,n
0,0.6,0.6,Lmao when u dont know where ur husband lives till after ur divorced,1,n
0,0.25,0.25, I was thinking societal norms So without the bible as our guide then getting married and divorced 15 times in a lifetime,0.25,n
0,0.35,0.35, thanks I almost got predivorced putting it together but well worth it Love draft season looking forward to feedback,0.3,y
0,0,0,My mum just said that sometimes she still misses my dad and theyve been divorced for 8 years,0,n
0,0.26,0.258333333,Donald Trump presidential candidate divorced 3 times so far says gay marriage will ruin the sanctity of marriageok bud,0.79,n
0,0.25,0.25, Well my dad was engaged to be married again before he divorced my mom,0.25,n
0,-0.3,0.3, Oh Silly women dont go to jailIm a divorced cheerleader2 counts 3rd rape4 counts 2nd contact,0.44,n
0,-0.8,0.8,I hate being the mediator for my parents they arent even divorced,0.9,n
0,0,0,My wallet just divorced me againNintendo E32015,0,n
0,0,0, Has Hilary divorced Bill and remarried,0,n
0,0,0, yeahknow ur pain my friends come to me for marital advice and Im divorced,0,n
0,0.63,0.625, You know whats funny Ive always read that Sagittarius do best with Leo amp Ive known 3 divorced pairs,0.65,n
0,0,0,Why didnt Yung Joc get divorced,0,n
0,0,0,Im like a kid of divorced parents who has to choose between the two wthe Cardinals story amp Trump OhBoy,0,n
0,0.25,0.25,I divorced my fears amp married my dreams,0.25,n
0,0,0,Jbarry got divorced Lawdddd say it aint so,0,n
0,0.41,0.4125,iam Soeverybody got divorced on MAFS2huhSMHI didnt c the Jackie amp Ryan break upThat experiment is too intense amp overwhelming,1,n
0,0,0,Oof 46 MarriedAtFirstSight couples now divorcedlosing faith in experiment,0,n
0,0,0,WWOOOOOOWWWWWWWWW All couples divorced in the end WTAF MarriedAtFirstSight,0,n
0,0,0,All three couples got divorced like what the hell,0,n
0,0.27,0.270833333,All 3 couples on Married At First Sight divorced No wonder they rushed and got the S3 couples married,0.28,n
0,0.05,0.05,sfgiantsfan ur way to old to be this petty lol u gotta be like 57 at least  Probably divorced twice smh fuck outta here ,0.47,n
0,0.19,0.1875,If Ive learned anything from movies its that the biggest problem rich white kids have to deal with is their parents getting divorced,0.38,n
0,0.18,0.178571429,OMGthis is my face right now What Im in shock What was different this season3 out of 3 got divorced MarriedAtFirstSight,0.57,n
0,0.25,0.25,  I thought Sisqo lived in Sherwood Park Isnt he divorced from  ,1,n
0,0,0,having divorced parents suck,0,n
0,0,0,Homer and Marge Simpson are getting divorced,0,n
0,-0.02,0.023809524,Do GOP Clown Princes support a religious waiver for employers to deny single divorced amp widowed male workers ED drugs LastWord ,0.19,n
0,0.25,0.25,MarriedAtFirstSight  Then what Divorced after first night,0.33,n
0,0,0,Divorced parents that dont get along  ,0,n
0,0,0,Every divorced couple I talk to sayHE didnt do this SHE didnt do thatBut what did YOU do,0,n
0,0.34,0.3375,So thankful for my parents Even though they are divorced they are great people amp couldnt ask for any other people to call my parents ,0.56,n
0,-0.33,0.333333333, I could care less about Kim and kyane but Kylie and tyga  Thats wrong hes divorced with a kid,0.48,n
0,0,0, I didnt know that tyga was divorced with a kid,0,n
0,0.15,0.15,iam season 1 when you divorced it was not an ugly battle like season 2 What happen to class I think you are wonderful,1,n
0,0,0,liyah get yo ass beat up and divorced ,0,n
0,0,0,luukkonen I feel like the kid with divorced parents,0,n
0,0,0,You think after your parents get divorced the fights should stop,0,n
0,-0.3,0.3,Let me just tell ya divorced parents sucks,0.3,n
0,0,0,Looking forward to the MarriedAtFirstSight spinoff Divorced From a Virtual Stranger,0,n
0,0.31,0.3125,MARRIED AT FIRST SIGHT MORE LIKE DIVORCED THE FIRST NIGHT AMIRITE,0.35,n
0,0,0,an abysmal ending to MarriedAtFirstSight  Everybody is getting divorced blame the casting process,0,n
0,0,0,  then they got divorced cuz he never paid attention to her,0,n
0,-0.13,0.133333333,So when these couples get divorced is the woman entitled to half Well have changed the channel by then just curious MarriedAtFirstSight,0.58,n
0,0,0,abtvfosters connors parents are divorced mom mentioned in s1 still connor had to sleepover at judes when his dads flight was canceled,0,n
0,0,0, now its just one and Barney and Robin are divorced ,0,n
0,-1,1,I wouldnt wish divorced parents on my worst enemy,1,n
0,0.23,0.225,Dylan I always hoped that Lucas and Brooke would get married They did in real life then got divorced,0.28,n
0,0,0,Dylan yeah when they were filming season 3ish thats when they divorced,0,n
0,0,0,I wonder is he divorced  Aoi Kunieda,0,n
0,0,0, no I told you by that time we gone be divorced ,0,n
0,-0.25,0.25,THEY ARE DIVORCED THIS IS NOT CUTE ANYMORE,1,n
0,0.07,0.071428571,Moss RIGHT Like Bethenny is the first person to ever get divorced with a child she should have stayed married if shes so sad,0.53,n
0,0.5,0.5,Nathan and Haley are so cute Dont get divorced ,1,n
0,0.36,0.364583333,I dont want to know if a celebrity is gay married or divorced Just freakin entertain me,0.42,n
0,-0.63,0.625,phan 89 so all the couples are getting divorced and theres mad drama,1,n
0,0.5,0.5,Watching  and realized that the reason so many people get divorced is they dont realize its a marathon not a Sprint truth,0.5,n
0,-0.16,0.155555556,You would think 13 years of divorced parents would make it settle down Nope,0.29,n
0,-0.1,0.097222222,I have so much respect for kids who deal with having divorced parents because that shit is hard to deal with,0.51,n
0,0,0,     Cashed in on hubby Then divorced him,0,n
0,0.8,0.8, and theyre divorced like thank you for all the pain youve caused me just to be happy with eachother again yeah thx ,1,n
0,0.13,0.13, But its not just me My parents are divorced and my dad is generally very busy to the point where he barley has any time to help me,0.39,n
0,-0.13,0.125, because Im now getting divorced been evicted separated from my children due to homelessness and no support I NEED HELP,0.38,y
0,0.29,0.285714286, how about being told when youre right with God youll find your mate for life What happens when you end up divorced,0.54,n
0,0,0,Divorced parents smh ,0,n
0,-0.08,0.083333333, who  is kendrick lamar is she the girl that divorced a kardashian and is now a white black man,0.22,n
0,0.8,0.8, place Alex1 Daaaaammmmnnnnnn   I would be divorced  LOL,0.7,n
0,0,0,  Alex1 Ive been divorced so I buy what I want now,0,y
0,0,0,A family adviser once said the two most expensive things a Rockefeller can do are run for public office and get divorcedDavid Rockefeller,0.42,n
0,0,0,I aint know Mariah Carey amp Nick Cannon divorced ,0,n
0,0.06,0.064285714,  Nope I divorced him now single and ready to mingle with  ,0.36,y
0,-0.38,0.375,Ive always noticed the people with divorcedsplit parents are usually the difficult ones in relationships,0.63,n
0,0.38,0.375,At this point Im pretty sure RachelDolezal has divorced herself from any semblance of truthfulness She could claim anything at this point,0.94,n
0,0.05,0.05,Um hasnt this woman been divorced 3 times But shes got a game plan for Amy Yeahhhhh OK SecretsandWives,0.45,n
0,0,0,   youre divorced from reality,0,n
0,-0.03,0.031818182,My mom was newly divorced when this shit came out so she was all for a girls day at the movies,0.63,n
0,0.5,0.5,My favorite lesbians broke up its like my parents got divorced and I dont know what to do with myselfsomeone hold me,1,n
0,0.25,0.25,LadyHK APH threesome guys Im divorced ,1,n
0,0.36,0.357142857,I was right all the couples got divorced BOOOOOOO MarriedAtFirstSight,0.54,n
0,-0.38,0.375,silver Ive always noticed the people with divorcedsplit parents are usually the difficult ones in relationships,0.63,n
0,0,0,When youre 22 but been divorced twice ,0,n
0,-0.2,0.2,LadyHK Dead and divorced,0.4,n
0,0.29,0.291666667, youd be divorced pretty damn quick,0.75,n
0,0,0,art for arts sake is an upperclass aestheticTo create art divorced from any purposeyou cant be living a life driven by need and desire,0,n
0,0.23,0.23,My prediction Trump is definitely not going to win Hes not Presidential enough 1st a divorced married to so young pageant guy wont,0.41,n
0,-0.19,0.1875,The one where Louie accidentally tells a little girl her parents are getting divorced,0.5,n
0,0,0, so are you divorcedreallyleavingusinsuspense,0,n
0,0.03,0.03125, last season only one couple got divorced The other two are I assume still married,0.42,n
0,0.8,0.8,2013  they arent divorced lol,0.7,n
0,-0.7,0.7,A man in China divorced and sued his wife for 120000 for being ugly and won the case,1,n
0,0.29,0.291666667,WeCantDateIf you dont want to get married divorced married again divorced again  just for fun,0.23,n
0,-0.4,0.4, Least Im not the one that thought it was illegal to get divorced ,0.45,n
0,0,0,In 2007 a married couple divorced after realizing they were cheating on each other in an online chatroom with each other,0.33,n
0,0,0, divorced Bye,0,n
0,0,0, It says in article all 3 divorced,0,n
0,0.25,0.25,Going to be divorced before Im even fucking married,0.25,n
0,0,0,Soooo Did the parents in Jurassic world get divorced Or,0,n
0,0,0,My neighbor is 35 recently divorced and an ex marine Ill be 18 in a month sooo,0.25,n
0,0,0,Lets get divorced TheBestGiftIn3Words,0,n
0,-0.8,0.8,I sometimes hate having divorced parents,0.9,n
0,0,0,When u get kicked out of ur house but ur parents are divorced so u still have a house  stayingpossitive,0,n
0,0,0,In 2007 a married couple divorced after realizing they were cheating on each other in an online chatroom with each other fact,0.33,n
0,0,0,MarriedAtFirstSight  Me and IceCream Spoilers We get divorced,0,n
0,0.8,0.8,its official me and my ex husband Klay got divorced because I cheated on him with Charlie So now I go with Charlie and Zach lol,0.7,n
0,0,0,When is being divorced a career SecretsandWives ,0,n
0,-0.8,0.8,I really really really hate having divorced parents goodbye,0.9,n
0,0,0,Ryan amp Jessicas marriage is just horrible they shouldve gotten divorced,0,n
0,0.7,0.7, I thought they did a really good job with the divorced parents plot line,0.6,n
0,0.25,0.25, Someone divorced her parents Not the first time,0.33,n
0,0,0,In 2007 a married couple divorced after realizing they were cheating on each other in an online chatroom with each other geekyninja,0.33,n
0,0,0,Famm i feel how nick cannon do when him and mariah got divorced,0,n
0,0.13,0.127777778,Its hard having divorced parents cause you always hear one bitch about the other to you so be thankful if ur parents are happily together,0.64,n
0,0,0,my wife mary jane ill never get divorced,0,n
0,0.3,0.3, Your answers were clearly divorced from the specifics of the questions  asked about mum you chose to talk about grand mum,0.69,n
0,-0.05,0.054545455,having divorced parents who live completely different sucks fuckin ass ,0.47,n
0,-0.25,0.25, Parents are divorced dont have an Xbox one at my dads ,1,n
0,-0.6,0.6,having divorced parents is so annoying and frustrating,0.9,n
0,0.25,0.25,       Trevor said thats why he divorced first wife,0.33,n
0,0.29,0.285714286,    Its housewives shes that right not widoweddivorced entrepreneur authors wa brand of NY BRAVO,0.54,n
0,0,0,Me and LeBron are getting divorced ,0,y
0,0.28,0.283333333,JD had already been married amp divorced before she was birthed I really hope thier relationshipmarriage is genuine ,0.32,n
0,0,0, same mine got divorced when I was 4,0.13,n
0,0,0,Having divorced parents suck they never agree with anything,0,n
0,0,0,Its official camiicam and I are divorced ,0,y
0,0,0,  um Are you cheating on me divorced,0,n
0,0.1,0.103333333, My parents dated through high school off and on got married and then divorced after roughly 15 years ModernRomance,0.4,n
0,0.6,0.6,Had a bid to buy Vermont for Marla so she could have her own line of syrup Then I divorced her just cuz I could Trumplebrags ,1,n
0,0,0,when your divorced parents get remarried i didnt know this happened ,0,n
0,0,0, they wrote that her character divorced with Walbergs character,0,n
0,0,0, No you divorced me already so no,0,n
0,0.25,0.246753247,that new nigga with the braids he wanna come to church and act right NAW NIGGA Thats why she divorced his crippled ass and went to get,0.5,n
0,0,0,amp now hes traveling We are officially divorced smh,0,y
0,0,0,Me and JR Finna get divorced,0,n
0,-0.2,0.2,I have completely divorced  I had dumped all their shows except  but now even they are drunk on themselves,0.7,n
0,-0.38,0.375,Chris rock dumb though he knew his prenup was gone expire I woulda divorced her way before that happened,0.5,n
0,-0.17,0.166666667,If your parents are together you have 10x less stress than kids with divorced parents End of story,0.07,n
0,0,0,This subdivision I keep talking about I only stayed ONE year Got divorced that year and moved back to my mixed city,0.42,n
0,0.21,0.211038961,All the bandwagon divorced Heat fans and newly wed Cavs fans right now wishing that Ray Allen was on the court tbh,0.5,n
0,-0.14,0.140909091,Im just saying I rather be divorced than live the rest of my natural life unhappy with yo stankin ass Accepting shit,0.65,n
0,0,0, What So they all divorced,0,n
