,id,url,sentiment_polarity,abs Polarity,Clean tweet,sentiment_subjectivity,tweet,now
0,681455780864851968,0.0,0.1,0.104761904762,If i wasnt on bc i would b pregnant right now Like todayand that shit would b so stressful and such a headache,0.58,If i wasnt on bc i would b pregnant right now. Like today..and that shit would b so stressful and such a headache.,"December 28, 2015"
0,681455780864851968,0.0,0.1,0.104761904762,If i wasnt on bc i would b pregnant right now Like todayand that shit would b so stressful and such a headache,0.58,If i wasnt on bc i would b pregnant right now. Like today..and that shit would b so stressful and such a headache.,"December 28, 2015"
0,681455715458887681,0.0,0.33,0.333333333333, although pregnant mud sharks over time will dilute the beast,0.5,@Mule432 although pregnant mud sharks over time will dilute the beast...,"December 28, 2015"
0,681455674077884417,0.0,0.29,0.291666666667, probably pregnant,0.75,@RachLouisexx probably pregnant;),"December 28, 2015"
0,681455780864851968,0.0,0.1,0.104761904762,If i wasnt on bc i would b pregnant right now Like todayand that shit would b so stressful and such a headache,0.58,If i wasnt on bc i would b pregnant right now. Like today..and that shit would b so stressful and such a headache.,"December 28, 2015"
0,681455715458887681,0.0,0.33,0.333333333333, although pregnant mud sharks over time will dilute the beast,0.5,@Mule432 although pregnant mud sharks over time will dilute the beast...,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681455780864851968,0.0,0.1,0.104761904762,If i wasnt on bc i would b pregnant right now Like todayand that shit would b so stressful and such a headache,0.58,If i wasnt on bc i would b pregnant right now. Like today..and that shit would b so stressful and such a headache.,"December 28, 2015"
0,681455715458887681,0.0,0.33,0.333333333333, although pregnant mud sharks over time will dilute the beast,0.5,@Mule432 although pregnant mud sharks over time will dilute the beast...,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681455780864851968,0.0,0.1,0.104761904762,If i wasnt on bc i would b pregnant right now Like todayand that shit would b so stressful and such a headache,0.58,If i wasnt on bc i would b pregnant right now. Like today..and that shit would b so stressful and such a headache.,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681455780864851968,0.0,0.1,0.104761904762,If i wasnt on bc i would b pregnant right now Like todayand that shit would b so stressful and such a headache,0.58,If i wasnt on bc i would b pregnant right now. Like today..and that shit would b so stressful and such a headache.,"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681455780864851968,0.0,0.1,0.104761904762,If i wasnt on bc i would b pregnant right now Like todayand that shit would b so stressful and such a headache,0.58,If i wasnt on bc i would b pregnant right now. Like today..and that shit would b so stressful and such a headache.,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681456196499275776,0.0,0.22,0.216666666667,3 months ago and she 5 months pregnant huh You played yourself young man,0.45,3 months ago and she 5 months pregnant huh? You played yourself  young man.,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681455902105464832,0.0,0.28,0.277777777778,Like Simba needed Nala I need you Will you be my pregnant hippo    probably your most romantic song,0.5,Like Simba needed Nala- I need you. Will you be my pregnant hippo ? @bretteldredge 😂😂😂 probably your most romantic song,"December 28, 2015"
0,681456230112604162,0.0,0.33,0.333333333333,Everyone is pregnant or engaged and Im over here like I need another cat,0.5,Everyone is pregnant or engaged and I'm over here like I need another cat,"December 28, 2015"
0,681456196499275776,0.0,0.22,0.216666666667,3 months ago and she 5 months pregnant huh You played yourself young man,0.45,3 months ago and she 5 months pregnant huh? You played yourself  young man.,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681455961047973888,0.0,0.14,0.144444444444,KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B Totally fed up ,0.55,#KideroFailedNairobi this is a pregnant pile of garbage near Mariakani South B. Totally fed up https://t.co/x63rO8st8T,"December 28, 2015"
0,681456248437522432,0.0,0.67,0.666666666667,Happy 200th day of pregnancy to me firstbaby pregnant thirdtrimester ,0.75,Happy 200th day of #pregnancy to me!!!!!! #firstbaby #pregnant #thirdtrimester 👶🏼🎉,"December 28, 2015"
0,681456245056782336,0.0,0.33,0.333333333333, fam now this bothered me she would of been pregnant b,0.5,@44BINKO fam now this bothered me 😪😪she would of been pregnant b,"December 28, 2015"
0,681456230112604162,0.0,0.33,0.333333333333,Everyone is pregnant or engaged and Im over here like I need another cat,0.5,Everyone is pregnant or engaged and I'm over here like I need another cat,"December 28, 2015"
0,681456196499275776,0.0,0.22,0.216666666667,3 months ago and she 5 months pregnant huh You played yourself young man,0.45,3 months ago and she 5 months pregnant huh? You played yourself  young man.,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681455978869555200,0.0,0.22,0.217708333333,Not being able to sleep past 4430 every morning is getting old 335 weeks pregnant and Id like to be done now ,0.39,Not being able to sleep past 4/4:30 every morning is getting old. 33.5 weeks pregnant and I'd like to be done now!! 😩,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456248437522432,0.0,0.67,0.666666666667,Happy 200th day of pregnancy to me firstbaby pregnant thirdtrimester ,0.75,Happy 200th day of #pregnancy to me!!!!!! #firstbaby #pregnant #thirdtrimester 👶🏼🎉,"December 28, 2015"
0,681456245056782336,0.0,0.33,0.333333333333, fam now this bothered me she would of been pregnant b,0.5,@44BINKO fam now this bothered me 😪😪she would of been pregnant b,"December 28, 2015"
0,681456230112604162,0.0,0.33,0.333333333333,Everyone is pregnant or engaged and Im over here like I need another cat,0.5,Everyone is pregnant or engaged and I'm over here like I need another cat,"December 28, 2015"
0,681456196499275776,0.0,0.22,0.216666666667,3 months ago and she 5 months pregnant huh You played yourself young man,0.45,3 months ago and she 5 months pregnant huh? You played yourself  young man.,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456028240580608,0.0,0.52,0.516666666667,DAustin  aint pregnant just eating good,0.55,@Daniel_DAustin @JStain8 ain't pregnant just eating good,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456248437522432,0.0,0.67,0.666666666667,Happy 200th day of pregnancy to me firstbaby pregnant thirdtrimester ,0.75,Happy 200th day of #pregnancy to me!!!!!! #firstbaby #pregnant #thirdtrimester 👶🏼🎉,"December 28, 2015"
0,681456245056782336,0.0,0.33,0.333333333333, fam now this bothered me she would of been pregnant b,0.5,@44BINKO fam now this bothered me 😪😪she would of been pregnant b,"December 28, 2015"
0,681456230112604162,0.0,0.33,0.333333333333,Everyone is pregnant or engaged and Im over here like I need another cat,0.5,Everyone is pregnant or engaged and I'm over here like I need another cat,"December 28, 2015"
0,681456196499275776,0.0,0.22,0.216666666667,3 months ago and she 5 months pregnant huh You played yourself young man,0.45,3 months ago and she 5 months pregnant huh? You played yourself  young man.,"December 28, 2015"
0,681456070351548416,0.0,0.33,0.333333333333,It is against the law to urinate in a canal unless you are pregnant The Netherlands,0.5,It is against the law to urinate in a canal unless you are pregnant. (The Netherlands),"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456248437522432,0.0,0.67,0.666666666667,Happy 200th day of pregnancy to me firstbaby pregnant thirdtrimester ,0.75,Happy 200th day of #pregnancy to me!!!!!! #firstbaby #pregnant #thirdtrimester 👶🏼🎉,"December 28, 2015"
0,681456245056782336,0.0,0.33,0.333333333333, fam now this bothered me she would of been pregnant b,0.5,@44BINKO fam now this bothered me 😪😪she would of been pregnant b,"December 28, 2015"
0,681456230112604162,0.0,0.33,0.333333333333,Everyone is pregnant or engaged and Im over here like I need another cat,0.5,Everyone is pregnant or engaged and I'm over here like I need another cat,"December 28, 2015"
0,681456196499275776,0.0,0.22,0.216666666667,3 months ago and she 5 months pregnant huh You played yourself young man,0.45,3 months ago and she 5 months pregnant huh? You played yourself  young man.,"December 28, 2015"
0,681456362514198528,0.0,0.17,0.166666666667,PSimpson  how did you get on Can pregnant women sit in extra legroom,0.3,@David_P_Simpson @chrisparry71 how did you get on? Can pregnant women sit in extra legroom?,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456248437522432,0.0,0.67,0.666666666667,Happy 200th day of pregnancy to me firstbaby pregnant thirdtrimester ,0.75,Happy 200th day of #pregnancy to me!!!!!! #firstbaby #pregnant #thirdtrimester 👶🏼🎉,"December 28, 2015"
0,681456245056782336,0.0,0.33,0.333333333333, fam now this bothered me she would of been pregnant b,0.5,@44BINKO fam now this bothered me 😪😪she would of been pregnant b,"December 28, 2015"
0,681456230112604162,0.0,0.33,0.333333333333,Everyone is pregnant or engaged and Im over here like I need another cat,0.5,Everyone is pregnant or engaged and I'm over here like I need another cat,"December 28, 2015"
0,681456196499275776,0.0,0.22,0.216666666667,3 months ago and she 5 months pregnant huh You played yourself young man,0.45,3 months ago and she 5 months pregnant huh? You played yourself  young man.,"December 28, 2015"
0,681456362514198528,0.0,0.17,0.166666666667,PSimpson  how did you get on Can pregnant women sit in extra legroom,0.3,@David_P_Simpson @chrisparry71 how did you get on? Can pregnant women sit in extra legroom?,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456248437522432,0.0,0.67,0.666666666667,Happy 200th day of pregnancy to me firstbaby pregnant thirdtrimester ,0.75,Happy 200th day of #pregnancy to me!!!!!! #firstbaby #pregnant #thirdtrimester 👶🏼🎉,"December 28, 2015"
0,681456245056782336,0.0,0.33,0.333333333333, fam now this bothered me she would of been pregnant b,0.5,@44BINKO fam now this bothered me 😪😪she would of been pregnant b,"December 28, 2015"
0,681456230112604162,0.0,0.33,0.333333333333,Everyone is pregnant or engaged and Im over here like I need another cat,0.5,Everyone is pregnant or engaged and I'm over here like I need another cat,"December 28, 2015"
0,681456433439862784,0.0,0.33,0.333333333333,Ladies be getting pregnant as a collateral,0.5,Ladies be getting pregnant as a collateral,"December 28, 2015"
0,681456362514198528,0.0,0.17,0.166666666667,PSimpson  how did you get on Can pregnant women sit in extra legroom,0.3,@David_P_Simpson @chrisparry71 how did you get on? Can pregnant women sit in extra legroom?,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456248437522432,0.0,0.67,0.666666666667,Happy 200th day of pregnancy to me firstbaby pregnant thirdtrimester ,0.75,Happy 200th day of #pregnancy to me!!!!!! #firstbaby #pregnant #thirdtrimester 👶🏼🎉,"December 28, 2015"
0,681456245056782336,0.0,0.33,0.333333333333, fam now this bothered me she would of been pregnant b,0.5,@44BINKO fam now this bothered me 😪😪she would of been pregnant b,"December 28, 2015"
0,681456433439862784,0.0,0.33,0.333333333333,Ladies be getting pregnant as a collateral,0.5,Ladies be getting pregnant as a collateral,"December 28, 2015"
0,681456362514198528,0.0,0.17,0.166666666667,PSimpson  how did you get on Can pregnant women sit in extra legroom,0.3,@David_P_Simpson @chrisparry71 how did you get on? Can pregnant women sit in extra legroom?,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456433439862784,0.0,0.33,0.333333333333,Ladies be getting pregnant as a collateral,0.5,Ladies be getting pregnant as a collateral,"December 28, 2015"
0,681456362514198528,0.0,0.17,0.166666666667,PSimpson  how did you get on Can pregnant women sit in extra legroom,0.3,@David_P_Simpson @chrisparry71 how did you get on? Can pregnant women sit in extra legroom?,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456508148838400,0.0,0.33,0.333333333333,Shes pregnant for a guy she met 3 months ago That aint goals,0.5,She's pregnant for a guy she met 3 months ago? That ain't goals.,"December 28, 2015"
0,681456433439862784,0.0,0.33,0.333333333333,Ladies be getting pregnant as a collateral,0.5,Ladies be getting pregnant as a collateral,"December 28, 2015"
0,681456362514198528,0.0,0.17,0.166666666667,PSimpson  how did you get on Can pregnant women sit in extra legroom,0.3,@David_P_Simpson @chrisparry71 how did you get on? Can pregnant women sit in extra legroom?,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456268691681280,0.0,0.11,0.108333333333, 100DaysOfMSG2 WeHateZeeMedia Providing healthy and nutritious food amp medical treatment to extremely poor pregnant women,0.4,"@Gurmeetramrahim #100DaysOfMSG2 #WeHateZeeMedia 
Providing healthy and nutritious food &amp; medical treatment to extremely poor pregnant women.","December 28, 2015"
0,681456508148838400,0.0,0.33,0.333333333333,Shes pregnant for a guy she met 3 months ago That aint goals,0.5,She's pregnant for a guy she met 3 months ago? That ain't goals.,"December 28, 2015"
0,681456433439862784,0.0,0.33,0.333333333333,Ladies be getting pregnant as a collateral,0.5,Ladies be getting pregnant as a collateral,"December 28, 2015"
0,681456362514198528,0.0,0.17,0.166666666667,PSimpson  how did you get on Can pregnant women sit in extra legroom,0.3,@David_P_Simpson @chrisparry71 how did you get on? Can pregnant women sit in extra legroom?,"December 28, 2015"
0,681456279982706688,0.0,0.33,0.333333333333, maybe youre pregnant,0.5,@brandonhirao maybe yo're pregnant,"December 28, 2015"
0,681456550309855232,0.0,0.18,0.180555555556,It would be hard to find a more pregnant sign of the greatness of a son of God than this phraseas we forgive them that trespass against us,0.51,It would be hard to find a more pregnant sign of the greatness of a son of God than this phrase “as we forgive them that trespass against us,"December 28, 2015"
0,681456508148838400,0.0,0.33,0.333333333333,Shes pregnant for a guy she met 3 months ago That aint goals,0.5,She's pregnant for a guy she met 3 months ago? That ain't goals.,"December 28, 2015"
0,681456433439862784,0.0,0.33,0.333333333333,Ladies be getting pregnant as a collateral,0.5,Ladies be getting pregnant as a collateral,"December 28, 2015"
0,681456362514198528,0.0,0.17,0.166666666667,PSimpson  how did you get on Can pregnant women sit in extra legroom,0.3,@David_P_Simpson @chrisparry71 how did you get on? Can pregnant women sit in extra legroom?,"December 28, 2015"
0,681456550309855232,0.0,0.18,0.180555555556,It would be hard to find a more pregnant sign of the greatness of a son of God than this phraseas we forgive them that trespass against us,0.51,It would be hard to find a more pregnant sign of the greatness of a son of God than this phrase “as we forgive them that trespass against us,"December 28, 2015"
0,681456508148838400,0.0,0.33,0.333333333333,Shes pregnant for a guy she met 3 months ago That aint goals,0.5,She's pregnant for a guy she met 3 months ago? That ain't goals.,"December 28, 2015"
0,681456433439862784,0.0,0.33,0.333333333333,Ladies be getting pregnant as a collateral,0.5,Ladies be getting pregnant as a collateral,"December 28, 2015"
0,681456627602616321,0.0,0.33,0.333333333333,Thinking am pregnant me just had a bacon sarni we JD sauce on,0.5,Thinking am pregnant me  just had a bacon sarni we JD sauce on,"December 28, 2015"
0,681456626071633920,0.0,-0.47,0.472222222222,Tonight I had a dream that I was pregnant this was the worst dream Ive ever had ,0.83,Tonight I had a dream that I was pregnant  this was the worst dream I've ever had :(,"December 28, 2015"
